Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Global and collective dynamics,parallel,Pseudorapidity dependence of charged hadron multiplicity and transverse energy densities in PbPb collisions from CMS,"Krajczar, Krisztian",KFKI Research Institute for Particle and Nuclear Physics of the Hungarian Academy of Sciences,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krisztian', 'last_name': 'Krajczar', 'fullName': 'Krajczar, Krisztian', 'id': '1897301', 'affiliation': 'KFKI Research Institute for Particle and Nuclear Physics of the Hungarian Academy of Sciences', 'emailHash': 'e03acfc656c5dd30b5e2d10e872f3ae6', 'db_id': 1897301, 'person_id': 2047460}"
Jets,parallel,Jet modification from RHIC to LHC,"Majumder, Abhijit",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Abhijit', 'last_name': 'Majumder', 'fullName': 'Majumder, Abhijit', 'id': '1897311', 'affiliation': 'The Ohio State University', 'emailHash': '9558e98b6b172c43cff1686a6694e7ed', 'db_id': 1897311, 'person_id': 2047466}"
Heavy flavor and quarkonia production,parallel,Heavy quarkonium measurements from PHENIX,"Sen, Abhisek",Georgia State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Abhisek', 'last_name': 'Sen', 'fullName': 'Sen, Abhisek', 'id': '1897313', 'affiliation': 'Georgia State University', 'emailHash': '2778d0a2630ee5251de820cde54cd4d1', 'db_id': 1897313, 'person_id': 2047468}"
Pre-equilibrium and initial state physics,parallel,AAMQS: a non-linear QCD description of new HERA data at small-x,"Quiroga Arias, Paloma","LPTHE , UPMC Univ. Paris 6",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paloma', 'last_name': 'Quiroga Arias', 'fullName': 'Quiroga Arias, Paloma', 'id': '1897314', 'affiliation': 'LPTHE , UPMC Univ. Paris 6', 'emailHash': '9b12948918827ca19c89a639a1e5e4dd', 'db_id': 1897314, 'person_id': 2047469}"
Global and collective dynamics,parallel,Event-by-event hydrodynamics and elliptic flow from fluctuating initial state,"Holopainen, Hannu",University of Jyväskylä,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hannu', 'last_name': 'Holopainen', 'fullName': 'Holopainen, Hannu', 'id': '1897320', 'affiliation': 'University of Jyväskylä', 'emailHash': 'f3091570256ff86c81fef76726fb1988', 'db_id': 1897320, 'person_id': 2046904}"
Jets,parallel,Jet Quenching via Jet Collimation,"Milhano, José Guilherme",Instituto Superior Tecnico (IST) and CERN PH-TH,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'José Guilherme', 'last_name': 'Milhano', 'fullName': 'Milhano, José Guilherme', 'id': '1897323', 'affiliation': 'Instituto Superior Tecnico (IST) and CERN PH-TH', 'emailHash': '41bf369a697c96b860a231f540f9e1c4', 'db_id': 1897323, 'person_id': 2047321}"
"Experiments upgrade, future facilities and instrumentations",parallel,eA collisions at the Large Hadron-electron Collider,"Armesto Perez, Nestor",Universidade de Santiago de Compostela,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nestor', 'last_name': 'Armesto Perez', 'fullName': 'Armesto Perez, Nestor', 'id': '1897328', 'affiliation': 'Universidade de Santiago de Compostela', 'emailHash': 'bb0adb9d0bfbc3a709caec2d659b3dc0', 'db_id': 1897328, 'person_id': 2047470}"
Heavy flavor and quarkonia production,parallel,STAR measurements of bottom to charm ratio and heavy quark interaction with the QCD medium through non-photonic electron-hadron correlations,"xu, wenqin",University of California Los Angeles,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'wenqin', 'last_name': 'xu', 'fullName': 'xu, wenqin', 'id': '1897345', 'affiliation': 'University of California Los Angeles', 'emailHash': 'f857e7d104ef96daa55cf1945f5984c6', 'db_id': 1897345, 'person_id': 2047483}"
"Experiments upgrade, future facilities and instrumentations",parallel,Probing the gluonic structure of matter at a future Electron-Ion Collider,"Ullrich, Thomas",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thomas', 'last_name': 'Ullrich', 'fullName': 'Ullrich, Thomas', 'id': '1897347', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': '5d9ff62fb505abd0b3bda96af578901f', 'db_id': 1897347, 'person_id': 2047193}"
Correlations and fluctuations,parallel,Hydrokinetic predictions for femtoscopy scales in A+A collisions in the light of recent ALICE LHC results,"Sinyukov, Yuriy",Bogolyubov Institute for Theoretical Physics,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuriy', 'last_name': 'Sinyukov', 'fullName': 'Sinyukov, Yuriy', 'id': '1897350', 'affiliation': 'Bogolyubov Institute for Theoretical Physics', 'emailHash': '8ff427a60e30cee3452939b13061200b', 'db_id': 1897350, 'person_id': 2046992}"
Global and collective dynamics,parallel,Viscous hydrodynamic evolution with non-boost invariant flow for the color glass condensate,"Monnai, Akihiko",The University of Tokyo,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Akihiko', 'last_name': 'Monnai', 'fullName': 'Monnai, Akihiko', 'id': '1897352', 'affiliation': 'The University of Tokyo', 'emailHash': '3eabb1c8e933b46fb34f91f2f98185a1', 'db_id': 1897352, 'person_id': 2047485}"
"Experiments upgrade, future facilities and instrumentations",parallel,STAR science for the coming decade,"Gagliardi, Carl",STAR Collaboration,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Carl', 'last_name': 'Gagliardi', 'fullName': 'Gagliardi, Carl', 'id': '1897356', 'affiliation': 'STAR Collaboration', 'emailHash': '1a5d744b14100a143f4dce68e801d621', 'db_id': 1897356, 'person_id': 2047486}"
Heavy flavor and quarkonia production,parallel,Heavy-flavor dynamics in nucleus-nucleus collisions: from RHIC to LHC,"Monteno, Marco",INFN Torino,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marco', 'last_name': 'Monteno', 'fullName': 'Monteno, Marco', 'id': '1897361', 'affiliation': 'INFN Torino', 'emailHash': '748735073bfbb5d9473ef597c5797b19', 'db_id': 1897361, 'person_id': 2047491}"
New theoretical developments,parallel,Jets in QCD media: from color coherence to decoherence,"Mehtar-Tani, Yacine",University of Santiago de Compostela,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yacine', 'last_name': 'Mehtar-Tani', 'fullName': 'Mehtar-Tani, Yacine', 'id': '1897368', 'affiliation': 'University of Santiago de Compostela', 'emailHash': '6f1628f66f92a881d7727f3c4b549e0f', 'db_id': 1897368, 'person_id': 2047497}"
Global and collective dynamics,parallel,The QGP shear viscosity: elusive goal or just around the  corner?,"Shen, Chun",Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chun', 'last_name': 'Shen', 'fullName': 'Shen, Chun', 'id': '1897393', 'affiliation': 'Ohio State University', 'emailHash': '72b55f4bf65e914bcb008719cef77dbc', 'db_id': 1897393, 'person_id': 2047467}"
Heavy flavor and quarkonia production,parallel,Massive QCD antenna radiation in medium,"Ma, Hao",Universidad de Santiago de Compostela,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hao', 'last_name': 'Ma', 'fullName': 'Ma, Hao', 'id': '1897394', 'affiliation': 'Universidad de Santiago de Compostela', 'emailHash': 'acbbdbd9d81c64895ebf48206f000a66', 'db_id': 1897394, 'person_id': 2047510}"
Electromagnetic probes,parallel,Low mass dimuon production in proton-nucleus collisions at $\sqrt{s} = 27.5$~GeV with the NA60 experiment,"Uras, Antonio","INFN Cagliari, IPNL Lyon",France,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Antonio', 'last_name': 'Uras', 'fullName': 'Uras, Antonio', 'id': '1897413', 'affiliation': 'INFN Cagliari, IPNL Lyon', 'emailHash': '8fd69e373b537d5b01faa9d8b06d552e', 'db_id': 1897413, 'person_id': 2047520}"
Heavy flavor and quarkonia production,parallel,"J/psi production at forward rapidity in PbPb collisions at sqrt(s_NN) = 2.76 TeV, measured with the ALICE detector","Pillot, Philippe","SUBATECH, Nantes",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Philippe', 'last_name': 'Pillot', 'fullName': 'Pillot, Philippe', 'id': '1897414', 'affiliation': 'SUBATECH, Nantes', 'emailHash': 'edd60e8caff0cb184932d187379a4c05', 'db_id': 1897414, 'person_id': 2047521}"
QCD phase diagram,parallel,"Net-baryon-, net-proton-, and net-charged particle kurtosis in heavy-ion collisions within a relativistic transport approach","Nahrgang, Marlene",Goethe University Frankfurt and Frankfurt Institute for Advanced Studies (FIAS),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marlene', 'last_name': 'Nahrgang', 'fullName': 'Nahrgang, Marlene', 'id': '1897417', 'affiliation': 'Goethe University Frankfurt and Frankfurt Institute for Advanced Studies (FIAS)', 'emailHash': '4751b9ae0f461a7314fe14eb52013856', 'db_id': 1897417, 'person_id': 2046977}"
Hadron thermodynamics and chemistry,parallel,Production of neutral pions and eta-mesons in pp collisions measured with ALICE,"Reygers, Klaus",University of Heidelberg,Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Klaus', 'last_name': 'Reygers', 'fullName': 'Reygers, Klaus', 'id': '1897426', 'affiliation': 'University of Heidelberg', 'emailHash': 'de4ed094028029bf19e5ece83511fb26', 'db_id': 1897426, 'person_id': 2047526}"
New theoretical developments,parallel,"Fluctuation, dissipation, and thermalization in non-equilibrium ${\rm AdS}_5$ black hole geometries","Teaney, Derek",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Derek', 'last_name': 'Teaney', 'fullName': 'Teaney, Derek', 'id': '1897459', 'affiliation': 'Stony Brook University', 'emailHash': 'f29a910807fafc43d4c4222c4d3246c6', 'db_id': 1897459, 'person_id': 2047551}"
Correlations and fluctuations,parallel,New results on event-by-event ratio fluctuations in PbPb collisions at CERN SPS energies,"Schuster, Tim","Frankfurt Institute for Advanced Studies, Goethe-University Frankfurt",United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tim', 'last_name': 'Schuster', 'fullName': 'Schuster, Tim', 'id': '1897470', 'affiliation': 'Frankfurt Institute for Advanced Studies, Goethe-University Frankfurt', 'emailHash': '80bdd6560e17d00293084065b8081db6', 'db_id': 1897470, 'person_id': 2047523}"
Correlations and fluctuations,parallel,Energy dependence of the freeze out eccentricity from azimuthal dependence of HBT at STAR,"Anson, Christopher",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christopher', 'last_name': 'Anson', 'fullName': 'Anson, Christopher', 'id': '1897483', 'affiliation': 'The Ohio State University', 'emailHash': 'ab1b5c6b1e48d5c53f8837aabecd37bc', 'db_id': 1897483, 'person_id': 2047561}"
Electromagnetic probes,parallel,Direct photons at low transverse momentum -- a QGP signal in pp collisions at LHC,"Liu, Fuming",Huazhong Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Fuming', 'last_name': 'Liu', 'fullName': 'Liu, Fuming', 'id': '1897491', 'affiliation': 'Huazhong Normal University', 'emailHash': 'bf838aff330d2a0e28df1001a1c52aa5', 'db_id': 1897491, 'person_id': 2047566}"
QCD phase diagram,parallel,Deconfinement and chiral transition in QCD at finite temperature,"Petreczky, Peter",BNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Petreczky', 'fullName': 'Petreczky, Peter', 'id': '1897523', 'affiliation': 'BNL', 'emailHash': '9e86ae285689f7141a31c6ea60f4bdfd', 'db_id': 1897523, 'person_id': 2047589}"
Electromagnetic probes,parallel,Exploring compressed nuclear matter with HADES,"Kugler, Andrej",Nuclear Physics Institute,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrej', 'last_name': 'Kugler', 'fullName': 'Kugler, Andrej', 'id': '1897493', 'affiliation': 'Nuclear Physics Institute', 'emailHash': '2fc5bde41bde24d90a59ff64139abd8e', 'db_id': 1897493, 'person_id': 2047567}"
Correlations and fluctuations,parallel,Triggered di-hadron correlations in PbPb collisions from the ALICE experiment,"Adare, Andrew",Yale University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrew', 'last_name': 'Adare', 'fullName': 'Adare, Andrew', 'id': '1897506', 'affiliation': 'Yale University', 'emailHash': 'cfb1170da19b2b2984487aa10ea948c4', 'db_id': 1897506, 'person_id': 2047574}"
Jets,parallel,Anomalous baryon production and its interplay with jet energy loss at RHIC and LHC energies,"Levai, Peter","KFKI Research Institute for Particle and Nuclear Physics, Budapest, Hungary",UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Levai', 'fullName': 'Levai, Peter', 'id': '1897513', 'affiliation': 'KFKI Research Institute for Particle and Nuclear Physics, Budapest, Hungary', 'emailHash': '9c49dbb644d1af8407c7ae693d8c8227', 'db_id': 1897513, 'person_id': 2047264}"
Correlations and fluctuations,parallel,Untriggered di-hadron correlations in PbPb \sqrt{s_{NN}}  =2.76 TeV collisions from the ALICE experiment,"Timmins, Anthony",University of Houston,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anthony', 'last_name': 'Timmins', 'fullName': 'Timmins, Anthony', 'id': '1897520', 'affiliation': 'University of Houston', 'emailHash': '4365e944b9eed3bc370d3f379f6baf57', 'db_id': 1897520, 'person_id': 2047586}"
QCD at high temperature and density,parallel,QCD thermodynamics at intermediate coupling,"Su, Nan",Bielefeld University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nan', 'last_name': 'Su', 'fullName': 'Su, Nan', 'id': '1897555', 'affiliation': 'Bielefeld University', 'emailHash': '0415dc42341a0fd3087021ed1fc33f7d', 'db_id': 1897555, 'person_id': 2047610}"
New theoretical developments,parallel,Running coupling corrections to high energy inclusive gluon production,"Kovchegov, Yuri",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuri', 'last_name': 'Kovchegov', 'fullName': 'Kovchegov, Yuri', 'id': '1897549', 'affiliation': 'The Ohio State University', 'emailHash': '58659d86a4988f355d2267faada2c0ad', 'db_id': 1897549, 'person_id': 2047608}"
Jets,parallel,Medium induced collinear radiation from soft collinear effective theory (SCET),"D'Eramo, Francesco",MIT,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Francesco', 'last_name': ""D'Eramo"", 'fullName': ""D'Eramo, Francesco"", 'id': '1897561', 'affiliation': 'MIT', 'emailHash': '799cd75ca517c03b5c1b64df143ebeb1', 'db_id': 1897561, 'person_id': 2047515}"
Global and collective dynamics,parallel,The second act of hydro: shocks and sounds from initial perturbations and jets,"Shuryak, Edward",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Edward', 'last_name': 'Shuryak', 'fullName': 'Shuryak, Edward', 'id': '1897575', 'affiliation': 'Stony Brook University', 'emailHash': 'c1ac264884f526687b2f741ea3a9a98b', 'db_id': 1897575, 'person_id': 2047621}"
New theoretical developments,parallel,Next-to-leading order structure function for DIS off a large nucleus,"Chirilli, Giovanni Antonio",Lawrence Berkeley  National Laboratory (LBNL),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Giovanni Antonio', 'last_name': 'Chirilli', 'fullName': 'Chirilli, Giovanni Antonio', 'id': '1897590', 'affiliation': 'Lawrence Berkeley  National Laboratory (LBNL)', 'emailHash': '81190cdfaa9b2e8e908fb41104b922c4', 'db_id': 1897590, 'person_id': 2047631}"
Jets,parallel,Higher harmonic jet tomography as a probe of fluctuating initial condition geometries in A+A,"Betz, Barbara",Columbia University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara', 'last_name': 'Betz', 'fullName': 'Betz, Barbara', 'id': '1897591', 'affiliation': 'Columbia University', 'emailHash': '5a5e5968269911ecb1757a3d6486a007', 'db_id': 1897591, 'person_id': 2047627}"
"Experiments upgrade, future facilities and instrumentations",parallel,ALICE detector upgrades,"Peitzmann, Thomas",Universiteit Utrecht,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thomas', 'last_name': 'Peitzmann', 'fullName': 'Peitzmann, Thomas', 'id': '1897599', 'affiliation': 'Universiteit Utrecht', 'emailHash': 'fa6d4704bb8c188dcb1e3f067664b343', 'db_id': 1897599, 'person_id': 2047634}"
Heavy flavor and quarkonia production,parallel,Charmonium and open-charm production in p-A collisions at the SPS,"Cortese, Pietro","Univ. del Piemonte Orientale, Dip.Scienze eTecnologie",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pietro', 'last_name': 'Cortese', 'fullName': 'Cortese, Pietro', 'id': '1897602', 'affiliation': 'Univ. del Piemonte Orientale, Dip.Scienze eTecnologie', 'emailHash': 'a2f3181e5c6d5bb31879afc81ca7105d', 'db_id': 1897602, 'person_id': 2047637}"
Correlations and fluctuations,parallel,A comprehensive study of the high-pt particle correlations  in pp collisions at LHC/ALICE,"Mao, Yaxian","CCNU, Wuhan & LPSC, Grenoble",China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yaxian', 'last_name': 'Mao', 'fullName': 'Mao, Yaxian', 'id': '1897603', 'affiliation': 'CCNU, Wuhan & LPSC, Grenoble', 'emailHash': '05fd654b513b2c94f716a51789da7afa', 'db_id': 1897603, 'person_id': 2047638}"
Heavy flavor and quarkonia production,parallel,Charmonium spectral functions at finite momenta in the quark-gluon plasma from  lattice QCD,"Nonaka, Chiho",Nagoya University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chiho', 'last_name': 'Nonaka', 'fullName': 'Nonaka, Chiho', 'id': '1897622', 'affiliation': 'Nagoya University', 'emailHash': 'fc355eb064b8b8f97137ef98a01e52ca', 'db_id': 1897622, 'person_id': 2047643}"
Pre-equilibrium and initial state physics,parallel,Particle multiplicities in high-energy hadronic collisions at RHIC/LHC from CGC with local rcBK evolution,"Fujii, Hirotsugu",University of Tokyo,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hirotsugu', 'last_name': 'Fujii', 'fullName': 'Fujii, Hirotsugu', 'id': '1897633', 'affiliation': 'University of Tokyo', 'emailHash': 'b55f014f5cd4ed38607a05b8c79bc9fb', 'db_id': 1897633, 'person_id': 2047657}"
Correlations and fluctuations,parallel,Influence of tubular initial conditions on two-particle correlations,"Grassi, Frederique",Instituto de Fisica-Universidade de Sao Paulo,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Frederique', 'last_name': 'Grassi', 'fullName': 'Grassi, Frederique', 'id': '1897642', 'affiliation': 'Instituto de Fisica-Universidade de Sao Paulo', 'emailHash': '9ba165306681d5abfc69beb39b8092bc', 'db_id': 1897642, 'person_id': 2047271}"
Jets,parallel,Pion quenching and tomography from RHIC to LHC in the WHDG model,"Horowitz, William",University of Cape Town,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'William', 'last_name': 'Horowitz', 'fullName': 'Horowitz, William', 'id': '1897657', 'affiliation': 'University of Cape Town', 'emailHash': '55f364f277a24e4fba7936eefe9fac04', 'db_id': 1897657, 'person_id': 2047671}"
