Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Plenary Session VIII: BES / EM probes,plenary,Results from the BES programme at RHIC (EX),"Zbroszczyk, Hanna",Warsaw University of Technology (PL),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hanna', 'last_name': 'Zbroszczyk', 'fullName': 'Zbroszczyk, Hanna', 'id': '6511479', 'affiliation': 'Warsaw University of Technology (PL)', 'emailHash': 'f37f702b639adea2f9d9f36c1fde8214', 'db_id': 6511479, 'person_id': 6337652}"
Plenary Session VII: Spin / Conserved charges,plenary,New developments in relativistic hydrodynamics (TH),"Weickgenannt, Nora",Goethe University Frankfurt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nora', 'last_name': 'Weickgenannt', 'fullName': 'Weickgenannt, Nora', 'id': '6511478', 'affiliation': 'Goethe University Frankfurt', 'emailHash': '2d4e18520d6e9e2198bd5375efd8d766', 'db_id': 6511478, 'person_id': 6325040}"
Plenary Session VII: Spin / Conserved charges,plenary,Spin polarisation measurements (EX),"Sarkar, Debojit",Wayne State University (US),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Debojit', 'last_name': 'Sarkar', 'fullName': 'Sarkar, Debojit', 'id': '6511476', 'affiliation': 'Wayne State University (US)', 'emailHash': '08091f6f0c47cc13119bd4c108761a18', 'db_id': 6511476, 'person_id': 6336324}"
Plenary Session VII: Spin / Conserved charges,plenary,CME – experimental results and interpretation (EX),"Wang, Fuqiang",Purdue University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Fuqiang', 'last_name': 'Wang', 'fullName': 'Wang, Fuqiang', 'id': '6511474', 'affiliation': 'Purdue University (US)', 'emailHash': '2ea9ffc3a7b3d439d90032c4ae02400b', 'db_id': 6511474, 'person_id': 6446952}"
Plenary Session VII: Spin / Conserved charges,plenary,Fluctuations of conserved charges (EX),"Nonaka, Toshihiro",University of Tsukuba,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Toshihiro', 'last_name': 'Nonaka', 'fullName': 'Nonaka, Toshihiro', 'id': '6511472', 'affiliation': 'University of Tsukuba', 'emailHash': 'a2c516e7ce216639630c47ae63bbb764', 'db_id': 6511472, 'person_id': 6333003}"
Plenary Session VI: Lattice / Phase diagram,plenary,Experimental and theory overview of QCD Phase Diagram (EX/TH),"Bzdak, Adam","AGH University of Science and Technology, Poland",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Adam', 'last_name': 'Bzdak', 'fullName': 'Bzdak, Adam', 'id': '6511469', 'affiliation': 'AGH University of Science and Technology, Poland', 'emailHash': 'c75398a55c6362a4406eb62b3a5bddb7', 'db_id': 6511469, 'person_id': 6329924}"
Plenary Session V: Jets,plenary,Transport properties of QCD medium (TH),"Ghiglieri, Jacopo",SUBATECH,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jacopo', 'last_name': 'Ghiglieri', 'fullName': 'Ghiglieri, Jacopo', 'id': '6511461', 'affiliation': 'SUBATECH', 'emailHash': None, 'db_id': 6511461, 'person_id': 6289482}"
Plenary Session V: Jets,plenary,Jet quenching and jet-medium interactions (TH),"Brewer, Jasmine Therese",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jasmine Therese', 'last_name': 'Brewer', 'fullName': 'Brewer, Jasmine Therese', 'id': '6511460', 'affiliation': 'CERN', 'emailHash': '8594aa18b92a774f4ab1f337c40a8b3b', 'db_id': 6511460, 'person_id': 6306611}"
Plenary Session V: Jets,plenary,Experimental overview on jet substructure and medium response (EX),"Rybar, Martin",Charles University (CZ),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Martin', 'last_name': 'Rybar', 'fullName': 'Rybar, Martin', 'id': '6714453', 'affiliation': 'Charles University (CZ)', 'emailHash': 'b3e6c12fabc90ce0a37121aa6f8b6912', 'db_id': 6714453, 'person_id': 6637742}"
Plenary Session X: PDFs / Future,plenary,The near- and mid-term future of the LHC (EX),"Klein, Jochen",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jochen', 'last_name': 'Klein', 'fullName': 'Klein, Jochen', 'id': '6511489', 'affiliation': 'CERN', 'emailHash': '649e1cc28039872b5543cd0b44ac10c9', 'db_id': 6511489, 'person_id': 6446962}"
Plenary Session X: PDFs / Future,plenary,Constraining PDFs and nPDFs with recent data (TH),"Paakkinen, Petja Kalle Matias",Helsinki Institute of Physics (FI),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Petja Kalle Matias', 'last_name': 'Paakkinen', 'fullName': 'Paakkinen, Petja Kalle Matias', 'id': '6443405', 'affiliation': 'Helsinki Institute of Physics (FI)', 'emailHash': '969f264116a906104a40696945b5056b', 'db_id': 6443405, 'person_id': 6381347}"
Plenary Session IX: UPC / HF,plenary,Overview of exotic states production and perspectives for HI collisions (EX),"Durham, John Matthew",Los Alamos National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'John Matthew', 'last_name': 'Durham', 'fullName': 'Durham, John Matthew', 'id': '6511533', 'affiliation': 'Los Alamos National Laboratory', 'emailHash': '9f7df025a17bd14ff5a7a77daa7f3b5e', 'db_id': 6511533, 'person_id': 6447006}"
Plenary Session IX: UPC / HF,plenary,Production and hadronisation of heavy-flavour hadrons (TH),"He, Min",Nanjing University of Science & Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Min', 'last_name': 'He', 'fullName': 'He, Min', 'id': '6511506', 'affiliation': 'Nanjing University of Science & Technology', 'emailHash': '809c07da00758e2c6acc07bb0b0ed912', 'db_id': 6511506, 'person_id': 6446979}"
Plenary Session IX: UPC / HF,plenary,Experimental results on open and hidden heavy quark production (EX),"Terrevoli, Cristina",University of Houston (US),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cristina', 'last_name': 'Terrevoli', 'fullName': 'Terrevoli, Cristina', 'id': '6398342', 'affiliation': 'University of Houston (US)', 'emailHash': 'd73b9fbc5d6ab794e2111564fe857bea', 'db_id': 6398342, 'person_id': 6338682}"
Plenary Session VI: Lattice / Phase diagram,plenary,EOS at high-baryon density and compact stellar objects (TH),"Dexheimer, Veronica",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Veronica', 'last_name': 'Dexheimer', 'fullName': 'Dexheimer, Veronica', 'id': '6511471', 'affiliation': 'Kent State University', 'emailHash': '9bd7f2c37fb466a2fe123503230585d1', 'db_id': 6511471, 'person_id': 6251144}"
Plenary Session VI: Lattice / Phase diagram,plenary,Overview of the lattice QCD at finite temperature and density (TH),"Aarts, Gert",Swansea University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gert', 'last_name': 'Aarts', 'fullName': 'Aarts, Gert', 'id': '6511468', 'affiliation': 'Swansea University', 'emailHash': '8120c20878b56b3d1a1e4b0a25a57fe5', 'db_id': 6511468, 'person_id': 6446950}"
Plenary Session V: Jets,plenary,Jet production and suppression in heavy-ion collisions (EX),"Cunqueiro Mendez, Leticia",Roma Sapienza University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Leticia', 'last_name': 'Cunqueiro Mendez', 'fullName': 'Cunqueiro Mendez, Leticia', 'id': '6392435', 'affiliation': 'Roma Sapienza University', 'emailHash': 'f2cc8c83b977683e72a6d7365c3fa513', 'db_id': 6392435, 'person_id': 6332385}"
Plenary Session IV: Collectivity,plenary,Theoretical developments on system size dependence of collective phenomena (TH),"Giacalone, Giuliano",Universität Heidelberg,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Giuliano', 'last_name': 'Giacalone', 'fullName': 'Giacalone, Giuliano', 'id': '6511452', 'affiliation': 'Universität Heidelberg', 'emailHash': '5f06ab6fc7c77fa46b4af4ee406f6144', 'db_id': 6511452, 'person_id': 6285651}"
Plenary Session IV: Collectivity,plenary,Experimental review of collective phenomena in different collision systems (EX),"Mohapatra, Soumya",Columbia University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Soumya', 'last_name': 'Mohapatra', 'fullName': 'Mohapatra, Soumya', 'id': '6511451', 'affiliation': 'Columbia University (US)', 'emailHash': '098f3c097bb6400e64dd2de0d2eee4aa', 'db_id': 6511451, 'person_id': 6446931}"
Plenary Session IV: Collectivity,plenary,Initial state and approach to equilibrium (TH),"Spaliński, Michał",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michał', 'last_name': 'Spaliński', 'fullName': 'Spaliński, Michał', 'id': '6511450', 'affiliation': '', 'emailHash': '366195bb18b6cbd8e2df2c6751d202f7', 'db_id': 6511450, 'person_id': 6446930}"
