year,indico_id,name,affiliation,country
2014,219436,Roberto Preghenella,Universita e INFN (IT),IT
2014,219436,Romuald Janik,Jagiellonian University,
2014,219436,Ron Belmont,Wayne State University (US),US
2014,219436,Ron Soltz,Lawrence Livermore Nat. Laboratory (US),US
2014,219436,Rosa Romita,University of Liverpool (GB),GB
2014,219436,Rosario Nania,Universita e INFN (IT),IT
2014,219436,Rosi Jan Reed,Wayne State University,
2014,219436,Roy Lacey,State University of New York (US),US
2014,219436,Ruchi Chudasama,Bhabha Atomic Research Centre (IN),IN
2014,219436,Rudolf Bock,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2014,219436,Rupa Chatterjee,Variable Energy Cyclotron Centre,
2014,219436,Rüdiger Haake,Westfaelische Wilhelms-Universitaet Muenster (DE),DE
2014,219436,Sabyasachi Siddhanta,Universita e INFN Cagliari (IT),IT
2014,219436,Sadhana Dash,IIT- Indian Institute of Technology (IN),IN
2014,219436,Saehanseul Oh,Yale University (US),US
2014,219436,Salvatore Aiola,Yale University (US),US
2014,219436,Salvatore Plumari,University of Catania (Italy),
2014,219436,Sami Räsänen,Helsinki Institute of Physics (FI),FI
2014,219436,Sandra Schecker,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2014,219436,Sandra S. Padula,UNESP - Universidade Estadual Paulista (BR),BR
2014,219436,Sandro Bjelogrlic,NIKHEF (NL),NL
2014,219436,Sanghoon Lim,Yonsei University,
2014,219436,Sangwook Ryu,McGill University,
2014,219436,Sangyong Jeon,McGill University,
2014,219436,Sanshiro Mizuno,"University of Tsukuba (JP), RIKEN",
2014,219436,Sara Heshmatian,University of Mazandaran,
2014,219436,Sarah Campbell,Iowa State University,
2014,219436,Sarah La Pointe,Universita e INFN (IT),IT
2014,219436,Sascha Reinecke,Bergische Universität Wuppertal,
2014,219436,Saskia Mioduszewski,Texas A&M University,
2014,219436,Satoshi Yano,Hiroshima University (JP),JP
2014,219436,Sayantan Sharma,Universitaet Bielefeld,
2014,219436,Scott Moreland,Duke University,
2014,219436,Sean Gavin,Wayne State University,
2014,219436,Sebastian Scheid,Johann-Wolfgang-Goethe Univ. (DE),DE
2014,219436,Sedat Altinpinar,University of Bergen (NO),NO
2014,219436,Selim Seddiki,"GSI, Germany",
2014,219436,Sener Ozonder,University of Washington,
2014,219436,Sergei Voloshin,Wayne State University (US),US
2014,219436,Sergio Di Liberto,"Universita e INFN, Roma I (IT)",IT
2014,219436,Shanshan Cao,Duke University,
2014,219436,Shengli Huang,PHENIX Collaboration,
2014,219436,Shi Pu,Department of Physics,
2014,219436,Shikshit Gupta,"University of Jammu, India",
2014,219436,Shingo Sakai,Istituto Nazionale Fisica Nucleare (IT),IT
2014,219436,ShinIchi Esumi,University of Tsukuba (JP),JP
2014,219436,Shinichi Hayashi,University of Tokyo (JP),JP
2014,219436,Sho Ozaki,Yonsei University,
2014,219436,Shoichiro Tsutsui,Kyoto University,
2014,219436,Shu Lin,Brookhaven National Laboratory,
2014,219436,Shuang Li,LPC Clermont-Fd and CCNU/IOPP Wuhan,
2014,219436,Shusu Shi,LBNL,
2014,219436,Shuzhe Shi,Tsinghua University,
2014,219436,Sibaji Raha,Bose Institute,
2014,219436,Sidharth Kumar Prasad,"Bose Institute, Kolkata (India)",
2014,219436,Silvia Masciocchi,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2014,219436,Simone Schuchmann,Johann-Wolfgang-Goethe Univ. (DE),DE
2014,219436,Soeren Schlichting,Brookhaven National Lab,
2014,219436,Sona Pochybova,"Wigner RCP, Hungarian Academy of Sciences (HU)",HU
2014,219436,Songkyo Lee,Korea University (KR),KR
2014,219436,Sooraj Krishnan Radhakrishnan,State University of New York (US),US
2014,219436,Soren Sorensen,University of Tennessee (US),US
2014,219436,Soumya Mohapatra,Columbia University,
2014,219436,Sourendu Gupta,TIFR,
2014,219436,Stanislaus Janowski,J. W. Goethe University,
2014,219436,Stanislav Lisniak,"LLR, Ecole Polytechnique (FR)",FR
2014,219436,Stefan Bathe,"Baruch College, CUNY",
2014,219436,Stefan Floerchinger,CERN,
2014,219436,Stefan Rechenberger,TU Darmstadt,
2014,219436,Stefan Thomas Heckel,Johann-Wolfgang-Goethe Univ. (DE),DE
2014,219436,Stefania Beole,Universita e INFN (IT),IT
2014,219436,Stefania Bufalino,INFN - Torino (IT),IT
2014,219436,Stefano Carignano,The University of Texas at El Paso,
2014,219436,Stefano Ivo Finazzo,Universidade de São Paulo,
2014,219436,Steffen A. Bass,Duke University,
2014,219436,Steffen Georg Weber,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2014,219436,Stephan Endres,Frankfurt University / Frankfurt Institute for Advanced Studies,
2014,219436,Stephen Horvat,Yale University,
2014,219436,Subhasis Chattopadhyay,Department of Atomic Energy (IN),IN
2014,219436,Subikash Choudhury,Department of Atomic Energy (IN),IN
2014,219436,Subrata Pal,Tata Institute of Fundamental Research,
2014,219436,Sudhir Raniwala,University of Rajasthan (IN),IN
2014,219436,Sukanya Mitra,Variable Energy Cyclotron Centre,
2014,219436,Sumit Basu,Department of Atomic Energy (IN),IN
2014,219436,Sungtae Cho,Yonsei University,
2014,219436,Sunil Manohar Dogra,UNESP - Universidade Estadual Paulista (BR),BR
2014,219436,Surasree Mazumder,"Variable Energy Cyclotron Centre, Kolkata",
2014,219436,Susanne Glaessel,Goethe Universitaet Frankfurt,
2014,219436,Svenja Karen Pflitsch,Johann-Wolfgang-Goethe Univ. (DE),DE
2014,219436,Szabolcs Borsanyi,"Bergische Universität Wuppertal, Theoretische Physik",
2014,219436,Szymon Harabasz,TU Darmstadt,
2014,219436,Taesoo Kim,Yonsei University (KR),KR
2014,219436,Taesoo Song,Johann Wolfgang Goethe University,
2014,219436,Takao Sakaguchi,BNL,
2014,219436,Takeshi Kodama,Universidade Federal do Rio de Janeiro,
2014,219436,Taku Gunji,University of Tokyo (JP),JP
2014,219436,Tan Luo,Institute Of Particle Physics,
2014,219436,Tapan Nayak,"VECC, Department of Atomic Energy (IN)",IN
2014,219436,Tariq Mahmoud,"II. Physikalisches Institut, Uni Giessen",
2014,219436,Tetsufumi Hirano,Sophia University,
2014,219436,Tetsuo Hatsuda,RIKEN,
2014,219436,Tetyana Galatyuk,TU Darmstadt / GSI,
2014,219436,Theo Broker,Johann-Wolfgang-Goethe Univ. (DE),DE
2014,219436,Thomas Epelbaum,IPhT,
2014,219436,Thomas Humanic,Ohio State University (US),US
2014,219436,Thomas Peitzmann,University of Utrecht (NL),NL
2014,219436,Thomas Schaefer,North Carolina State University,
2014,219436,Thomas Ullrich,Brookhaven National Laboratory,
2014,219436,Thomas Everett Balestri,State University of New York (US),US
2014,219436,Thorben Graf,"Institut für Theoretische Physik, Johann Wolfgang Goethe-Universität",
2014,219436,Thorsten Renk,University of Jyväskylä,
2014,219436,Tiago Nunes da Silva,University of Groningen,
2014,219436,Tigran Kalaydzhyan,Stony Brook University,
2014,219436,Tim Harris,"Trinity College, University of Dublin",
2014,219436,Tim Schuster,Yale University (US),US
2014,219436,Timo Scheib,Goethe-University Frankfurt,
2014,219436,Tingting Wang,Columbia University (US),US
2014,219436,Tobias Kunz,Technische Universtität München,
2014,219436,Tobiasz Czopowicz,Warsaw University of Technology (PL),PL
2014,219436,Tom Dietel,University of Cape Town (ZA),ZA
2014,219436,Tomas Balog,GSI,
2014,219436,Tomas Kosek,Charles University (CZ),CZ
2014,219436,Tomas Wilhelm Snellman,University of Jyväskylä,
2014,219436,Tomasz Matulewicz,University of Warsaw (PL),PL
2014,219436,Tomoya Hoshino,Hiroshima University,
2014,219436,Torsten Dahms,Technische Universitaet Muenchen (DE),DE
2014,219436,Toru Kojo,"University of Illinois, Urbana-Champaign",
2014,219436,Toru Sugitate,Hiroshima University (JP),JP
2014,219436,Trambak Bhattacharyya,VECC,
2014,219436,Trine S. Tveter,University of Oslo (NO),NO
2014,219436,Tsubasa Okubo,Hiroshima University (JP),JP
2014,219436,Tuomas Lappi,University of Jyvaskyla,
2014,219436,Tuva Richert,Lund University,
2014,219436,Udo Weinrich,GSI Helmholtzzentrum für Schwerionenforschung GmbH,
2014,219436,Ulrich Frankenfeld,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2014,219436,Ulrich Heinz,The Ohio State University,
2014,219436,Ulrich Mosel,Universitaet Giessen,
2014,219436,Umme Jamil Begum,"Debraj Roy College, Golaghat, Assam, India",
2014,219436,Umut Gursoy,University of Utrecht (NL),NL
2014,219436,Urs Achim Wiedemann,CERN,
2014,219436,Uwe-Jens Wiese,Bern University,
2014,219436,V. Sreekanth,Tata Institute of Fundamental Research,
2014,219436,Valentina Rolando,University of Ferrara (Italy) and INFN (Ferrara),
2014,219436,Valentina Zaccolo,University of Copenhagen (DK),DK
2014,219436,Valery Lyuboshitz,Joint Institute for Nuclear Research ( Dubna ),
2014,219436,Vera Loggins,Wayne State University (US),US
2014,219436,Victor Riabov,B.P. Konstantinov Petersburg Nuclear Physics Institute - PNPI (,
2014,219436,Victor Roy,Central China Normal University,
2014,219436,Victoria Zinyuk,Physikalisches Institut Heidelberg,
2014,219436,Viktor Begun,Jan Kochanowski University,
2014,219436,Vineet Kumar,Bhabha Atomic Research Centre (IN),IN
2014,219436,Vitalii Ozvenchuk,"Ecole des Mines de Nantes, SUBATECH",
2014,219436,Vladimir Filinov,Joint Institute for High Temperatures Russian Academy of Sciences,
2014,219436,Vladimir Kovalenko,St. Petersburg State University (RU),RU
2014,219436,Volker Friese,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2014,219436,Volker Koch,Lawrence Berkeley National Laboratory,
2014,219436,Volodymyr Konchakovski,"Institute for Theoretical Physics, Giessen University",
2014,219436,Vytautas Vislavicius,Lund University (SE),SE
2014,219436,Vít Kučera,Acad. of Sciences of the Czech Rep. (CZ),CZ
2014,219436,Wangmei Zha,University of Science and Technology of China / Brookhaven National Laboratory,
2014,219436,Wei Li,Rice University (US),US
2014,219436,Wei Xie,Purdue University (US),US
2014,219436,Wei-jie Fu,Institut für Theoretische Physik,
2014,219436,Wilke van der Schee,Utrecht University,
2014,219436,William Horowitz,University of Cape Town,
2014,219436,William Zajc,Columbia University,
2014,219436,William King Brooks,Federico Santa Maria Technical University (CL),CL
2014,219436,Wit Busza,Massachusetts Inst. of Technology (US),US
2014,219436,Wladyslaw Henryk Trzaska,University of Jyvaskyla (FI),FI
2014,219436,Wojciech Florkowski,Jan Kochanowski University,
2014,219436,Wolfgang Cassing,Institute for Theoretical Physics,
2014,219436,Wolfgang Koenig,GSI Darmstadt,
2014,219436,Wolfgang Niebur,GSI,
2014,219436,Wolfgang Unger,"Institute for Theoretical Physics, University of Frankfurt",
2014,219436,Xianglei Zhu,Tsinghua University,
2014,219436,Xianguo Lu,Ruprecht-Karls-Universitaet Heidelberg (DE),DE
2014,219436,Xiaochun He,Georgia State University,
2014,219436,Xiaofeng Luo,Central China Normal University,
2014,219436,Xiaoming Zhang,Lawrence Berkeley National Lab. (US),US
2014,219436,Xin-Nian Wang,Central China Normal Univ/Lawrence Berkeley National Lab,
2014,219436,Xitzel Sanchez Castro,Institut Pluridisciplinaire Hubert Curien (FR),FR
2014,219436,Xu Sun,Lawrence Berkeley National Laboratory,
2014,219436,Xu-Guang Huang,Fudan University,
2014,219436,Yacine Mehtar-Tani,IPhT CEA/Saclay,
2014,219436,Yan Zhu,University of Santiago de Compostela,
2014,219436,Yang-Ting Chien,Los Alamos National Laboratory,
2014,219436,Yannis Burnier,Ecole Polytechnique Federale de Lausanne (CH),CH
2014,219436,Yaping Wang,University of Illinois at Chicago,
2014,219436,Yasser Corrales Morales,Universita e INFN (IT),IT
2014,219436,Yasuki Tachibana,The University of Tokyo,
2014,219436,Yasuyuki Akiba,RIKEN,
2014,219436,Yaxian Mao,Vanderbilt University (US),US
2014,219436,Yen-Jie Lee,Massachusetts Inst. of Technology (US),US
2014,219436,Yiota Foka,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2014,219436,Yogesh Kumar,"university of delhi, india",
2014,219436,Yongsun Kim,Korea University (KR),KR
2014,219436,You Zhou,NIKHEF and University of Utrecht (NL),NL
2014,219436,Yue Shi Lai,Massachusetts Inst. of Technology (US),US
2014,219436,Yuji Hirono,Stony Brook University,
2014,219436,Yukinao Akamatsu,"Nagoya University, Kobayashi-Maskawa Institute",
2014,219436,Yuko Sekiguchi,University of Tokyo (JP),JP
2014,219436,Yun Guo,Universidade de Santiago de Compostela,
2014,219436,Yun Tian,Columbia University (US),US
2014,219436,Yuriy Sinyukov,Bogolyubov Institute for Theoretical Physics,
2014,219436,Yves Schutz,IN2P3 (FR) and CERN,
2014,219436,Yvonne Chiara Pachmayer,Ruprecht-Karls-Universitaet Heidelberg (DE),DE
2014,219436,Zack Rowan,"CUNY Baruch, CUNY Graduate Center",
2014,219436,Zack Wolff,Purdue University,
2014,219436,Zebo Tang,University of Science and Technology of China,
2014,219436,Zhangbu Xu,Brookhaven National Laboratory,
2014,219436,Zhao Zhang,"North China Electric Power University, Beijing, China",
2014,219436,Zhenwei Yang,Tsinghua University (CN),CN
2014,219436,Zhenyu Chen,Rice University (US),US
2014,219436,Zhenyu Ye,University of Illinois at Chicago,
2014,219436,Zhuo Zhou,University of Bergen (NO),NO
2014,219436,Zsolt Schram,"Department of Theoretical Physics, University of Debrecen, Hungary",
2014,219436,Zuzana Feckova,"Department of Physics, P.J. Safarik University, Kosice",
2014,219436,Zvi Citron,Weizmann Institute of Science (IL),IL
2018,656452,Abdelrahman Niseem,Stony Brook University,
2018,656452,Acharya Shreyasi,Variable Energy Cyclotron Centre (VECC),
2018,656452,Adams Joseph,Ohio State University,
2018,656452,Adhya Souvik Priyam,"Variable Energy Cyclotron Centre, Kolkata, India",
2018,656452,Adolfsson Jonatan,Lund University (SE),SE
2018,656452,Aiola Salvatore,Yale University (US),US
2018,656452,Aizenberg Iakov,Weizmann Institute of Science (IL),IL
2018,656452,AKIBA YASUYUKI,RIKEN,
2018,656452,Akishina Valentina,Frankfurt University,
2018,656452,Allton Chris,Swansea University,
2018,656452,Alqahtani Mubarak,Imam Abdulrahman Bin Faisal university,
2018,656452,Altenkamper Lucas,University of Bergen (NO),NO
2018,656452,Altsybeev Igor,St Petersburg State University (RU),RU
2018,656452,Alves Garcia Prado Caio,Institute of Particle Physics - CCNU,
2018,656452,Ambrus Victor Eugen,West University of Timisoara,
2018,656452,Andrews Harry Arthur,University of Birmingham (GB),GB
2018,656452,Andronic Anton,University of Muenster,
2018,656452,Andronov Evgeny,St Petersburg State University (RU),RU
2018,656452,Angerami Aaron,LLNL (US),US
2018,656452,Antinori Federico,"Universita e INFN, Padova (IT)",IT
2018,656452,Antonioli Pietro,"Universita e INFN, Bologna (IT)",IT
2018,656452,Aoyama Ryo,University of Tsukuba,
2018,656452,Apadula Nicole,UC Berkeley,
2018,656452,Apolinário Liliana,LIP,
2018,656452,Appelshaeuser Harald,Johann-Wolfgang-Goethe Univ. (DE),DE
2018,656452,Argintaru Danut,"Bucharest University, and Constanta Maritime University,",
2018,656452,Arnaldi Roberta,INFN Torino (IT),IT
2018,656452,Arratia Miguel,University of California Berkeley (US),US
2018,656452,Arsene Ionut Cristian,University of Oslo (NO),NO
2018,656452,Arslandok Mesut,Physikalisches Institut Heidelberg,
2018,656452,Asakawa Masayuki,Osaka University,
2018,656452,Astrakhantsev Nikita,Institute for Theoretical and Experimental Physics,
2018,656452,Audurier Benjamin,"Universita e INFN, Cagliari (IT)",IT
2018,656452,Auvinen Jussi,Institute of Physics Belgrade,
2018,656452,AZMI MOHD DANISH,ALIGARH MUSLIM UNIVERSITY,
2018,656452,Baban Valerica,Constanta Maritime University - Bucharest University,
2018,656452,Badala Angela,INFN- Sezione di Catania,
2018,656452,Badea Anthony,Massachusetts Inst. of Technology (US),US
2018,656452,Bailhache Raphaelle,Johann-Wolfgang-Goethe Univ. (DE),DE
2018,656452,Bala Renu,University of Jammu (IN),IN
2018,656452,Balali Mahboobe,yazd uni,
2018,656452,Baldisseri Alberto,Université Paris-Saclay (FR),FR
2018,656452,Balek Petr,Weizmann Institute of Science (IL),IL
2018,656452,Barbosa Leonardo,Instituto de Física da Universidade de São Paulo,
2018,656452,Barioglio Luca,Universita e INFN Torino (IT),IT
2018,656452,Barnafoldi Gergely Gabor,Wigner RCP Hungarian Academy of Sciences (HU),HU
2018,656452,Barnby Lee,University of Derby (GB),GB
2018,656452,Bartsch Esther,Goethe Universität Frankfurt,
2018,656452,Bass Steffen A.,Duke University,
2018,656452,Bathe Stefan,"Baruch College, CUNY",
2018,656452,Baty Austin Alan,Massachusetts Inst. of Technology (US),US
2018,656452,Bautista Guzman Irais,Autonomous University of Puebla (MX),MX
2018,656452,Bazavov Alexei,Michigan State University,
2018,656452,Bearden Ian,Niels Bohr Institute,
2018,656452,Becattini Francesco,Università di Firenze and INFN,
2018,656452,Bechtel Etienne,Institut für Kernphysik Frankfurt,
2018,656452,Bedda Cristina,Utrecht University (NL),NL
2018,656452,Behera Arabinda,"ATLAS, SBU",
2018,656452,Behera Nirbhay Kumar,Inha University (KR),KR
2018,656452,Belin Samuel,"Universita e INFN, Cagliari (IT)",IT
2018,656452,Bellini Francesca,CERN,
2018,656452,Bellwied Rene,University of Houston (US),US
2018,656452,Belmont Ron,University of Colorado Boulder,
2018,656452,Bencedi Gyula,Wigner RCP of the HAS,
2018,656452,Bendarouach Jordan,Justus Liebig University (JLU-Gießen),
2018,656452,Beole Stefania,Universita e INFN Torino (IT),IT
2018,656452,Beraudo Andrea,INFN - Torino,
2018,656452,Bernardes Cesar,UNESP - Universidade Estadual Paulista (BR),BR
2018,656452,Bhasin Anju,University of Jammu (IN),IN
2018,656452,Bi Ran,Massachusetts Inst. of Technology (US),US
2018,656452,Bianchi Livio,University of Houston (US),US
2018,656452,Bielčík Jaroslav,Czech Technical University,
2018,656452,Bierlich Christian,University of Copenhagen (DK),DK
2018,656452,Bilandzic Ante,Technische Universitaet Muenchen (DE),DE
2018,656452,Biro Gabor,Wigner RCP of the HAS,
2018,656452,Biró Tamás,H.A.S. Wigner RCP Budapest,
2018,656452,Blagojevic Bojana,Institute of Physics Belgrade,
2018,656452,Blaschke David,JINR Dubna,
2018,656452,blok boris,"technion-israel institute of technology, physics department",
2018,656452,Blume Christoph,Johann-Wolfgang-Goethe Univ. (DE),DE
2018,656452,Bock Friederike,CERN,
2018,656452,Boettcher Thomas,Massachusetts Inst. of Technology (US),US
2018,656452,Boguslavski Kirill,University of Jyväskylä (FI),FI
2018,656452,Bold Tomasz,"AGH Univ. of Science and Technology, Krakow",
2018,656452,Bombara Marek,Pavol Jozef Safarik University (SK),SK
2018,656452,Bonomi Germano,University of Brescia and INFN Pavia,
2018,656452,Borghini Nicolas,University of Bielefeld,
2018,656452,Borrell Martinez Marc,University of Bielefeld,
2018,656452,Borsanyi Szabolcs,University of Wuppertal,
2018,656452,Bourjau Christian,University of Copenhagen (DK),DK
2018,656452,Bozek Piotr,AGH University of Science and Technology,
2018,656452,Brandenburg James Daniel,Rice University,
2018,656452,Braun-Munzinger Peter,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2018,656452,Bredo Fabio,INFN Sezione di Padova,
2018,656452,Brewer Jasmine,MIT,
2018,656452,Bruna Elena,INFN Torino (IT),IT
2018,656452,Bruno Giuseppe Eugenio,"Università and INFN, Bari (IT)",IT
2018,656452,Brusheim Johansson Bengt Henrik,"NFR, Norway",
2018,656452,Bryslawskyj Jason,UC Riverside,
2018,656452,Buesching Henner,University of Frankfurt,
2018,656452,Bufalino Stefania,DISAT - Politecnico di Torino (IT),IT
2018,656452,Burka Klaudia,Polish Academy of Sciences (PL),PL
2018,656452,Bursche Albert,"Universita e INFN, Cagliari (IT)",IT
2018,656452,Busza Wit,Mass. Inst. of Technology,
2018,656452,Buxton Jesse Thomas,Ohio State University (US),US
2018,656452,Buzzegoli Matteo,Florence University and INFN,
2018,656452,Caines Helen,Yale University,
2018,656452,Calderon De La Barca Sanchez Manuel,University of California Davis (US),US
2018,656452,Caliva Alberto,GSI,
2018,656452,Camerini Paolo,Universita e INFN Trieste (IT),IT
2018,656452,Cao Shanshan,Wayne State University,
2018,656452,Capelin Simon,Cambridge University Press,
2018,656452,Capon Aaron,"Stefan Meyer Institute for Subatomic Physics (SMI), Austrian Academy of Sciences (AT)",AT
2018,656452,Carnesecchi Francesca,"Universita e INFN, Bologna (IT), Centro Fermi, Roma (IT)",IT
2018,656452,CASADELRREY SOLANA JORGE,UNIVERSITAT DE BARCELONA,
2018,656452,Casula Ester Anna Rita,"INFN, Cagliari (IT)",IT
2018,656452,Chao Jingyi,"Institute of Modern Physics, CAS",
2018,656452,Chapon Émilien,CERN,
2018,656452,Chatterjee Arghya,"Variable Energy Cyclotron Centre, Kolkata",
2018,656452,Chatterjee Sandeep,"AGH University of Science and Technology, Krakow",
2018,656452,Chattopadhyay Chandrodoy,Tata Institute of Fundamental Research,
2018,656452,Chen Baoyi,Frankfurt University,
2018,656452,Chen Lin,Central China Normal University,
2018,656452,Chen Shanzhen,INFN Cagliari,
2018,656452,Chen Shi-Yong,CCNU,
2018,656452,Chen Xiaolong,USTC/LBNL,
2018,656452,Chen Yi,CERN,
2018,656452,Chen Zhenyu,Rice University (US),US
2018,656452,CHERIF Hamda,Johann-Wolfgang-Goethe Univ. (DE),DE
2018,656452,Cheynis Brigitte,Institut de Physique Nucléaire de Lyon (FR),FR
2018,656452,Chiaratti Rossana,PROVA,
2018,656452,Chien Yang-Ting,Massachusetts Institute of Technology,
2018,656452,Chlad Lukáš,Nuclear Physics Institute of the CAS,
2018,656452,Cho Sungtae,Kangwon National University,
2018,656452,Chowdhury Tasnuva,Université Clermont Auvergne (FR),FR
2018,656452,Christakoglou Panos,Nikhef National institute for subatomic physics (NL) & Utrecht University,
2018,656452,Christiansen Peter,Lund University (SE),SE
2018,656452,Christie William,Brookhaven National Lab,
2018,656452,Chudasama Ruchi,Bhabha Atomic Research Centre (IN),IN
2018,656452,Cimerman Jakub,"Faculty of Nuclear Sciences and Physical Engineering, Czech Technical University",
2018,656452,Citron Zvi,Ben-Gurion University of the Negev (IL),IL
2018,656452,Coci Gabriele,University of Catania,
2018,656452,Colamaria Fabio,"INFN, Bari (IT)",IT
2018,656452,Colangelo Pietro,INFN - Bari,
2018,656452,Cole Brian,Columbia University (US),US
2018,656452,Colocci Manuel,"University and INFN, Bologna",
2018,656452,Connors Megan,Georgia State University and RBRC,
2018,656452,Corrales Morales Yasser,Universita e INFN Torino (IT),IT
2018,656452,Cortopassi Alessandro,CAEN SPA,
2018,656452,Costa Fulvia,Infn Padova,
2018,656452,Critelli Renato,University of Sao Paulo - Institute of Physics,
2018,656452,Cruz-Camacho Nikolás,Universidad Nacional de Colombia,
2018,656452,Csernai Laszlo P.,University of Bergen / IFT,
2018,656452,Cui Pengyao,Central China Normal University CCNU (CN),CN
2018,656452,Cunqueiro Mendez Leticia,Oak Ridge National Laboratory - (US),US
2018,656452,Cyrol Anton Konrad,University of Heidelberg,
2018,656452,Czajka Alina,McGill University/UJK,
2018,656452,D'Elia Massimo,University of Pisa and INFN,
2018,656452,d'Enterria David,CERN,
2018,656452,da Silva Cesar,Los Alamos National Lab,
2018,656452,Dahms Torsten,Technische Universitaet Muenchen (DE),DE
2018,656452,Dainese Andrea,INFN - Padova (IT),IT
2018,656452,Dasgupta Pingal,"Variable Energy Cyclotron Centre, Kolkata",
2018,656452,Dash Ajay Kumar,National Institute of Science Education and Research (IN),IN
2018,656452,Dash Sadhana,"Indian Institute of Technology, Bombay",
2018,656452,Dashi Anisa,Excellence Cluster Universe - TUM,
2018,656452,David Gabor,Stony Brook University,
2018,656452,Davis Nikolaos,Polish Academy of Sciences (PL),PL
2018,656452,de Albuquerque Danilo,UNICAMP,
2018,656452,De Conti Camila,Universidade de Sao Paulo (BR),BR
2018,656452,De Falco Alessandro,Università/INFN Cagliari,
2018,656452,De Marco Nora,INFN sezione di Torino,
2018,656452,De Souza Lemos Dener,UNESP - Universidade Estadual Paulista (BR),BR
2018,656452,Delsanto Silvia,Universita e INFN Torino (IT),IT
2018,656452,Denicol Gabriel,Universidade Federal Fluminense,
2018,656452,Deppner Ingo,Physikalisches Institut der Uni Heidelberg,
2018,656452,Derendarz Dominik Karol,Polish Academy of Sciences (PL),PL
2018,656452,Dhankher Preeti,IIT- Indian Institute of Technology (IN),IN
2018,656452,Diab Batoul,"CNRS, Laboratoire Leprince Ringuet",
2018,656452,Dietel Thomas,University of Cape Town (ZA) (UCT),UCT
2018,656452,Dillenseger Pascal,Johann-Wolfgang-Goethe Univ. (DE),DE
2018,656452,Ding Yanchun,Central China Normal University CCNU (CN),CN
2018,656452,Djordjevic Magdalena,Institute of Physics Belgrade,
2018,656452,Doenigus Benjamin,Goethe University Frankfurt,
2018,656452,Doi Takahiro,RIKEN,
2018,656452,Dolejsi Jiri,Charles University (CZ),CZ
2018,656452,Dong Xin,Lawrence Berkeley National Laboratory,
2018,656452,Drees Axel,Stony Brook University,
2018,656452,Du Lipei,Ohio State University,
2018,656452,Du Yilun,"Frankfurt Institute of Advanced Studies, Goethe University Fran",
2018,656452,Dubla Andrea,GSI,
2018,656452,Ducloue Bertrand,IPhT Saclay,
2018,656452,Dumancic Mirta,Weizmann Institute of Science (IL),IL
2018,656452,Dunlop James,Brookhaven National Laboratory,
2018,656452,Durham Matt,Los Alamos National Laboratory,
2018,656452,Dusling Kevin,Physical Review Letters,
2018,656452,Ehlers Raymond,Yale University (US),US
2018,656452,Elfner (Petersen) Hannah,FIAS/GU Frankfurt/GSI,
2018,656452,Elia Domenico,INFN Bari,
2018,656452,Emschermann David,"GSI (Darmstadt, DE)",
2018,656452,Epple Eliane,Yale University,
2018,656452,Erhardt Filip,University of Zagreb (HR),HR
2018,656452,Eschke Juergen,FAIR,
2018,656452,ESCOBEDO ESPINOSA Miguel angel,University of Jyväskylä,
2018,656452,Eskola Kari J.,University of Jyvaskyla,
2018,656452,Evdokimov Anatoly,University of Illinois at Chicago,
2018,656452,Evdokimov Olga,University of Illinois at Chicago (US),US
2018,656452,Everett Derek,Ohio State University,
2018,656452,Ewigleben Justin,Lehigh University,
2018,656452,Fadem Brett,Muhlenberg College,
2018,656452,Faggin Mattia,"Universita e INFN, Padova (IT)",IT
2018,656452,Fai George,U.S. Department of Energy,
2018,656452,Fan Wenqing,Stony Brook University,
2018,656452,Fantoni Alessandra,INFN e Laboratori Nazionali di Frascati (IT),IT
2018,656452,Fecchio Pietro,Università e INFN Torino (IT),IT
2018,656452,Feld Steffen,Universität Bielefeld,
2018,656452,Feliciello Alessandro,INFN - Sezione di Torino,
2018,656452,Festanti Andrea,CERN,
2018,656452,Filippi Alessandra,INFN - Trieste,
2018,656452,Fionda Fiorella,University of Bergen,
2018,656452,Floerchinger Stefan,Heidelberg University,
2018,656452,Florkowski Wojciech,IFJ Krakow & UJK Kielce / Poland,
2018,656452,Foka Yiota,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE
2018,656452,Fragiacomo Enrico,INFN Trieste,
2018,656452,Fries Rainer,Texas A&M University,
2018,656452,Friesen Alexandra,Joint Institute for nuclear research,
2018,656452,Friman Bengt,GSI,
2018,656452,Fukushima Kenji,The University of Tokyo,
2018,656452,Förtsch Jörg,University of Wuppertal,
2018,656452,Gaardhoje Jens-Jorgen,Niels Bohr Institute,
2018,656452,Galatyuk Tetyana,TU Darmstadt / GSI,
2018,656452,Gale Charles,McGill University,
2018,656452,Garcia-Montero Oscar,Institut für Theoretische Physik- Universität Heidelberg,
2018,656452,Garg Kunal,"Universita e INFN, Catania (IT)",IT
