Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session Reception,poster,The tunnelling effect and the crossover of deconfinement in FL model,"Shu, Song","Faculty of Physics and Electronic Technology, Hubei University, China",Unknown,"We have discussed the tunnelling effect in FL model. The
tunnelling coefficient is derived in the field configuration space
by calculating the transition amplitude using the path integral at
SPA and the dilute instanton gas approximation. By studying the
tunnelling effect between the two degenerating vacuums at the
critical temperature and chemical potential, we find that the
system could be deconfined by tunnelling, which will change the
first order deconfinement phase transition to crossover. The
$T-\mu$ phase diagram of deconfinement with both first order phase
transition and crossover including CEP is presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Song', 'last_name': 'Shu', 'fullName': 'Shu, Song', 'id': '315283', 'affiliation': 'Faculty of Physics and Electronic Technology, Hubei University, China', 'emailHash': '6d40f8c9b67be21ddc75514836f62bf8', 'db_id': 315283, 'person_id': 343803}"
Poster Session Reception,poster,Thermal meson properties and chiral symmetry: recent advances.,"Gomez Nicola, Angel",Universidad Complutense Madrid,Unknown,"I will review recent and ongoing work on thermal meson properties relevant for the hadron gas regime in Relativistic Heavy Ion Collisions. These include transport coefficients, chemical nonequilibrium, susceptibilities, isospin breaking and different aspects on chiral symmetry restoration and the QCD transition. The basic framework is the use of Chiral Effective Lagrangians  which ensure the model independency of the low-energy and low-temperature regimes and allows to include interactions consistently. This is combined with unitarity when an accurate analytical description of particle scattering is needed, as in the case  of resonance studies, virial analysis and   transport coefficients,  for temperatures and energies where deviations from  Chiral Perturbation Theory are significant. Our scheme provides an adequate phenomenological description  for several quantities.  The shear viscosity is compatible with the KSS bound and recent data on elliptic flow, bulk viscosity correlation with the trace anomaly is established without appealing to the spectral function profile and the electrical conductivity is consistent with the low-energy photon spectrum. At the same time, this framework helps to understand theoretical aspects such as the role of scalar resonances and   degeneration of partners in chiral restoration or the effects of meson interactions in a possible window between chemical and thermal freeze-out. We will pay also  attention to the connection with lattice results, particularly in the analysis of connected and disconnected scalar susceptibilities, whose quark mass and temperature behaviour we can establish rigorously from our isospin-breaking analysis, providing then a useful benchmark for the continuum limit.
   
   Some related references:

- D.Fernandez-Fraile and A.Gomez Nicola, ``The Electrical conductivity of a pion gas'', Phys.Rev. D {\bf 73}, 045025 (2006)
  [arXiv:hep-ph/0512283].
  
-  D.Fernandez-Fraile, A.Gomez Nicola and E.T.Herruzo, ``Pion scattering poles and chiral symmetry restoration'', Phys.Rev. D {\bf 76}, 085020 (2007)
  [arXiv:0707.1424 [hep-ph]].
  
- D.Fernandez-Fraile and A.Gomez Nicola, ``Transport coefficients and resonances for a meson gas in Chiral
  Perturbation Theory'', Eur.Phys.J. C {\bf 62}, 37 (2009)
  [arXiv:0902.4829 [hep-ph]].
  
- D.Fernandez-Fraile and A.Gomez Nicola, ``Bulk viscosity and the conformal anomaly in the pion gas'', Phys.Rev.Lett. {\bf 102}, 121601 (2009)
  [arXiv:0809.4663 [hep-ph]].
  
- D.Fernandez-Fraile and A.Gomez Nicola, ``Chemical nonequilibrium for interacting bosons: applications to the pion gas'', Phys.Rev. D {\bf 80}, 056003 (2009)
  [arXiv:0903.0982 [hep-ph]].
  
- A.Gomez Nicola and R.Torres Andres, ``Isospin Breaking and chiral symmetry restoration'', Phys.Rev. D  {\bf 83}, 076005 (2011)
  [arXiv:1101.5362 [hep-ph]].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Angel', 'last_name': 'Gomez Nicola', 'fullName': 'Gomez Nicola, Angel', 'id': '315255', 'affiliation': 'Universidad Complutense Madrid', 'emailHash': 'e4ec72974120206d4cbbe4e5ac1b8d6c', 'db_id': 315255, 'person_id': 343793}"
Poster Session Reception,poster,Shear Viscosity in NJL-type Models,"Lang, Robert",TUM,Unknown,"Collision experiments with heavy ions at RHIC and CERN help to explore the nature of the deconfined quark-gluon phase. The matter created in such collisions behaves as an almost-perfect fluid indicated by very small dissipative effects. We use the two-flavor NJL model to approximate the QCD physics at high temperatures $T\gtrsim 200\,\text{MeV}$. A large-$N_c$ expansion is applied to include mesonic fluctuations in the fundamental quark sector. We discuss the impact of this expansion to the gap equation and the dynamics leading to a finite shear viscosity of the quarks.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Robert', 'last_name': 'Lang', 'fullName': 'Lang, Robert', 'id': '315258', 'affiliation': 'TUM', 'emailHash': 'd3be1d09e947a6820ca47bae9987f9c1', 'db_id': 315258, 'person_id': 343796}"
Poster Session Reception,poster,Open heavy flavor and J/psi at RHIC and LHC within a transport model,"Uphoff, Jan",Goethe University Frankfurt,Unknown,"The production and space-time evolution of heavy quarks and J/psi in the quark gluon plasma is studied within the partonic transport model Boltzmann Approach to MultiParton Scatterings (BAMPS). An updated version of BAMPS is presented which allows interactions among all partons: gluons, light quarks and heavy quarks. Heavy quarks, in particular, interact with the rest of the medium via binary and radiative scatterings with a running coupling and a more precise Debye screening which is derived from hard thermal loop calculations. We compare our results of the elliptic flow and nuclear modification factor not only to experimental data of heavy flavor electrons at RHIC, but also to LHC data of heavy flavor electrons, muons, D mesons, and non-prompt J/psi. The latter two are in particular sensitive on the mass difference of charm and bottom quarks. Where no data is available yet, we make predictions for those observables. Furthermore, results on J/psi suppression are reported for central and non-central collisions, taking cold nuclear matter effects and the dissociation as well as regeneration of J/psi in the quark-gluon plasma into account.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan', 'last_name': 'Uphoff', 'fullName': 'Uphoff, Jan', 'id': '315264', 'affiliation': 'Goethe University Frankfurt', 'emailHash': '32efcf9845abf12e671e641c4e5fecf9', 'db_id': 315264, 'person_id': 343789}"
Plenary VIB: Flash Talks,other,Emission of Low Momentum Particles at Large Angles from Jet,"Tachibana, Yasuki","Department of Physics, The University of Tokyo",Unknown,"Hot and dense QCD matter, namely the quark gluon plasma, is created in high energy heavy ion collisions. High energy partons are also created through initial hard scatterings and have to traverse the QGP medium. These energetic partons are subject to lose their energy due to strong interactions with the medium. So jets in heavy ion collisions are expected to give information about the stopping power of the QGP.
While jets traverse the QGP medium, they could induce collective flow in the fluid by depositing energy and momentum. Thus the space-time evolution of the QGP fluid would be affected when jets pass through the medium. In fact, the CMS Collaboration observed a lot of low momentum hadrons at large angles from a quenched jet [1]. These low momentum hadrons are intimately related with jet energy loss since the total momentum of these hadrons together with the quenched jet balances the momentum of the other jet propagating in the opposite direction. The CMS result can be interpreted as manifestation of a wake of the QGP fluid by jet energy loss.
In this study, we construct a model to describe the dynamics of QGP fluid and jets simulta- neously. We model a source term in the relativistic hydrodynamic equations which originates from the energy and momentum deposited from traversing jets. Without linearization we solve these non-linear hydrodynamic equations numerically in fully three dimensional space and describe the dynamics of the background QGP medium.
A Mach cone like structure and a vortex ring appear behind the jet traversing a uniform medium. When a pair of jets go through a fluid expanding three dimensionally, the Mach cone like structure is distorted by radial flow. As a result, low momentum particles from the medium are preferentially emitted at large angles from the jet axis. The result exhibits the same trend as the one observed by the CMS Collaboration.

References
[1]S. Chatrchyan et al. [CMS Collaboration], Phys. Rev. C 84, 024906 (2011); C. Roland, J. Phys. G 38, 124020 (2011) .
[2]Y. Tachibana, “A Relativistic Hydrodynamic Model with Source Terms and its Application to Heavy Ion Collisions,” Master thesis, the Univ. of Tokyo (2012).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yasuki', 'last_name': 'Tachibana', 'fullName': 'Tachibana, Yasuki', 'id': '315268', 'affiliation': 'Department of Physics, The University of Tokyo', 'emailHash': '601eb4b4a9f614e3bed0e069c852b5f0', 'db_id': 315268, 'person_id': 343799}"
Parallel 6A: Heavy Flavor & Quarkonia (Chair Y. Akiba),parallel,Heavy quark evolution and flow in hot and dense medium,"Cao, Shanshan",Duke University,USA,"Heavy quarks serve as valuable probes of the transport properties of the quark-gluon plasma created in relativistic heavy-ion collisions. Within the framework of a Langevin approach, coupled to a realistic 3D hydrodynamic calculation of the medium, we study the heavy quark energy loss due to quasi-elastic multiple scatterings. We extend this algorithm to include medium-induced gluon radiation in hot and dense nuclear matter. Within this new and improved approach, we perform a detailed analysis of various ingredients affecting the final heavy flavor spectra and elliptic flow, such as the coupling strength between heavy quarks and the medium, the medium's geometric anisotropy and its flow profile, and the relative contributions from charm and bottom quarks. We demonstrate the consistency between these properties and our previous study of the thermalization behavior of heavy quarks inside the QGP. We also present simulations of heavy flavor quenching and elliptic flow, including both collisional and radiative energy loss, for RHIC and LHC experiments.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shanshan', 'last_name': 'Cao', 'fullName': 'Cao, Shanshan', 'id': '315270', 'affiliation': 'Duke University', 'emailHash': '6e4a97d998abc5d6489c559dc20860af', 'db_id': 315270, 'person_id': 343800}"
Poster Session Reception,poster,Anisotropic flow in event-by-event ideal hydrodynamic simulations of √sNN=200 GeV Au+Au collisions,"Grassi, Frederique","Universidade de Sao Paulo, Brazil",Unknown,"We calculate flow observables with the NeXSPheRIO ideal hydrodynamic model and make the first comparison to the complete set of  mid-  rapidity flow measurements made by the PHENIX collaboration in top  energy Au+Au collisions. A simultaneous calculation of v2, v3, v4, and  the first event-by-event calculation of quadrangular flow  defined  with respect to the v2 event plane (v4{psi2}) gives good agreement with measured values, including the dependence on both transverse momentum and centrality. This provides confirmation that the collision system is indeed well described as a quark-gluon plasma with an extremely small viscosity, and that correlations are dominantly generated from collective effects. In addition we present a prediction for v5. 


Reference: arXiv:1203.2882","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Frederique', 'last_name': 'Grassi', 'fullName': 'Grassi, Frederique', 'id': '315273', 'affiliation': 'Universidade de Sao Paulo, Brazil', 'emailHash': '9ba165306681d5abfc69beb39b8092bc', 'db_id': 315273, 'person_id': 343670}"
Poster Session Reception,poster,Unraveling Cold Nuclear Matter Effects with the sPHENIX Forward Upgrade,"Richard, Seto","University of California, Riverside",USA,"Studies of proton (deuteron) - nucleus collisions allow for the detailed examination of 
cold nuclear matter effects (including gluon saturation, initial state parton energy loss,
nuclear break up and others), while also providing a crucial baseline for nucleus-nucleus
collisions with additional hot quark-gluon plasma effects.   The PHENIX experiment is planning
an ambitious upgrade program referred to as sPHENIX that includes a mid-rapidity solenoid with full 
calorimetry coverage.  In addition, the sPHENIX planning includes extended forward rapidity coverage.
In this presentation, we detail two example physics observables at forward rapidity that are key
to unraveling these cold nuclear matter effects.  The first is the extension of heavy quarkonia measurements to more forward rapidities where the effects of gluon saturation and initial state parton energy loss
are predicted to be enhanced.  The second is the determination of transverse momentum dependent (TMD) gluon parton distributions in nuclei. Recent theoretical progress indicates that 
while TMD factorization is broken, it is recovered at low-x and makes a direct connection to 
Color Glass Condensate calculations. These distributions will be measured using
direct photon-jet and jet-jet correlations - a primary design requirement for the sPHENIX forward
update plan.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Seto', 'last_name': 'Richard', 'fullName': 'Richard, Seto', 'id': '315285', 'affiliation': 'University of California, Riverside', 'emailHash': '6d86d2ecffa5e4855aa9a535a0a37d10', 'db_id': 315285, 'person_id': 343805}"
Poster Session Reception,poster,Event-by-event generation of electromagnetic fields in heavy-ion collisions,"Huang, Xu-Guang",Institute for Theoretical Physics,Unknown,"We compute the electromagnetic fields generated in heavy-ion collisions by using the HIJING model. Although after averaging over many events only the magnetic field perpendicular to the reaction plane is sizable, we find very strong electric and magnetic fields both parallel and perpendicular to the reaction plane on the event-by-event basis. We study the time evolution and the spatial distribution of these fields. In particular, the electromagnetic response of the quark-gluon plasma can give nontrivial evolution of the electromagnetic fields.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xu-Guang', 'last_name': 'Huang', 'fullName': 'Huang, Xu-Guang', 'id': '315286', 'affiliation': 'Institute for Theoretical Physics', 'emailHash': '3aa9e850db96c93714aab85ae822a148', 'db_id': 315286, 'person_id': 343806}"
Poster Session Reception,poster,Soft gluon emission and energy loss of heavy flavors in relativistic heavy ion collisions,"Abir, Raktim",Saha Institute of Nuclear Physics,UK,"Most of the the calculations on gluon emission off a heavy quark, within perturbative QCD, have been performed in the literature using light cone gauge with eikonal approximations. Recently we revisited the issue in Feynman gauge that resulted in a very compact and elegant expression for the suppression  factor for gluon emission off a heavy quark [1]. This generalization is valid for the full range of rapidity of the radiated gluons and also has no restriction on the scaled mass of the quark with its energy. In the appropriate limit it correctly reproduces the usual dead cone factor in the forward rapidity region [2]. On the other hand, this suppression factor becomes close to unity in the backward direction.  We then obtain the radiative energy loss of a heavy quark in a deconfined medium due to radiation of gluons off them using this derived gluon emission spectrum. We find that the heavy flavor loses energy almost in a similar fashion like light quarks through this process. This indicates a small suppression of gluon emission in the backward region, which should have an impact on the phenomenology of heavy quark energy loss in the hot and dense matter produced in ultra-relativistic heavy-ion collisions. An analysis of the nuclear modification factor for $D$-meson at LHC is found to be in very good agreement with the most recent data from ALICE collaboration at 2.76 ATeV Pb-Pb collisions [3]. 

1.   R. Abir, C. Greiner, M. Martinez, M. G. Mustafa and J. Uphoff,
     ""Soft gluon emission off a heavy quark revisited""
     Phys. Rev. D 85, 054012 (2012)
     arXiv:1109.5539 [hep-ph].
2.   Y. L. Dokshitzer and D. E. Kharzeev
     ""Heavy quark colorimetry of QCD Matter"" 
     Phys. Lett. B 519 (2001) 199-206  
3.   R. Abir, U. Jamil, M. G. Mustafa and D. K. Srivastava,
     ""Heavy Quark Energy Loss and D Mesons at LHC""
     arXiv:1203.5221 [hep-ph].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raktim', 'last_name': 'Abir', 'fullName': 'Abir, Raktim', 'id': '315288', 'affiliation': 'Saha Institute of Nuclear Physics', 'emailHash': '7ff204c4d555dfe0bd1e9ad90090a7e5', 'db_id': 315288, 'person_id': 343495}"
Parallel 6B: Exploring the QCD Phase Diagram (Chair K. Rajagopal),parallel,Influence of a Critical Point on Hydrodynamic Fluctuations in Heavy Ion Collisions,"Kapusta, Joseph",University of Minnesota (US),USA,"Hydrodynamic fluctuations are inherent in any small space-time varying system. They may be significantly impacted by the presence of a critical point in the QCD equation of state during the expansion phase of a heavy ion collision.  Simple models are studied to gain insight into the essential physics.  This study suggests which observables are most sensitive to a critical point, although much more sophisticated numerical simulations need to be done to compare directly with experimental data.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joseph', 'last_name': 'Kapusta', 'fullName': 'Kapusta, Joseph', 'id': '315295', 'affiliation': 'University of Minnesota (US)', 'emailHash': '239eb4cdb966b999e799583f8927547f', 'db_id': 315295, 'person_id': 343360}"
Parallel 2A: Global & Collective Dynamics (Chair A. Poskanzer),parallel,E-by-E MUSIC Afterburner,"Jeon, Sangyong",McGill University,Unknown,"Hydrodynamic models enjoy much success in describing and predicting
the bulk dynamics of relativistic heavy ion collisions.
Recent studies have clearly shown that including initial and final fluctuations is essential for detailed study of the evolving QGP.
So far, however, not many studies appeared which incorporate both fluctuations at the same time.
Here we present our first results in including both the initial and final state fluctuations by combining the event-by-event 3-D viscous hydrodynamics model (MUSIC) with the publicly available UrQMD afterburner. Influence of these fluctuations on particle spectra, elliptic flow and higher harmonics will be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sangyong', 'last_name': 'Jeon', 'fullName': 'Jeon, Sangyong', 'id': '315296', 'affiliation': 'McGill University', 'emailHash': '5270009e0da9dbc4386fd5bc38e0bca6', 'db_id': 315296, 'person_id': 343363}"
Parallel 7C: New Experimental Developments (Chair T. Peitzmann),parallel,Prospective for A Fixed-Target ExpeRiment at the LHC: AFTER@LHC,"Rakotozafindrabe, Andry Malala",CEA - Centre d'Etudes de Saclay (FR),Unknown,"We outline the physics opportunities~\cite{Brodsky:2012vg} which are offered by a next generation and multi-purpose fixed-target experiment exploiting the LHC beams extracted by a bent crystal. This mature extraction technique offers an ideal way to obtain a clean and very collimated high-energy beam, without altering the performance of the LHC~\cite{Uggerhoj:2005xz,Scandale:2011zz,LUA9}. The multi-TeV LHC beams grant the most energetic fixed-target experiment ever performed, to study \pp, \pd\ and \pA\ collisions at \mbox{$\sqrt{s_{NN}} \simeq 115\,\mathrm{GeV}$} and \PbA\ collisions at \mbox{$\sqrt{s_{NN}} \simeq 72\,\mathrm{GeV}$}. AFTER -- for A Fixed-Target ExperRiment -- gives access to new domains of particle and nuclear physics complementing that of collider experiments, in particular RHIC and the projects of electron-ion colliders. The typical instantaneous luminosity achievable with AFTER in \pp\ and \pA\ mode~\cite{Brodsky:2012vg} surpasses that of RHIC by more than 3~orders of magnitude  and is comparable to that of the LHC collider mode. This provides a quarkonium and heavy-flavour observatory in \pp\ and \pA\ collisions where, by instrumenting the target-rapidity region, gluon and heavy-quark distributions of the proton, the neutron and the nuclei can be accessed at large $x$ and even at $x$ larger than unity in the nuclear case.
The nuclear target-species versatility provides a unique opportunity to study cold nuclear matter versus the features of the hot and dense matter formed in heavy-ion collisions, including the formation of the quark-gluon plasma. During the one-month lead runs, \PbA\ collisions can be studied at a luminosity comparable to that of RHIC and the LHC over the full range of target-rapidity domain. Modern detection technology should allow for the study of quarkonium excited states, in particular the $\chi_c$ and $\chi_b$ resonances, even in the challenging high-multiplicity environment of \pA\ and \PbA\ collisions, magnified by the boost of the fixed-target mode.
Precise data from \pp, \pA\ and \PbA\ should help to greatly improve our understanding of heavy-quark and quarkonium production, to clear the way to use them for gluon and heavy-quark PDF extraction in free and bound nucleons, to unravel cold from hot nuclear effects and to restore the status of heavy quarkonia as a golden test of lattice QCD in terms of dissociation temperature predictions at a \sqrtsNN\ where the recombination process is expected to have a small impact. The fixed-target mode also has the advantage to allow for spin measurements with polarized targets. We will discuss a tentative design for AFTER, and report the projected detector performances from the first preliminary simulations.


\begin{thebibliography}{4}


\bibitem{Brodsky:2012vg}
  S.~J.~Brodsky, F.~Fleuret, C.~Hadjidakis and J.~P.~Lansberg,
  arXiv:1202.6585 [hep-ph].
  %%CITATION = ARXIV:1202.6585;%%

\bibitem{Uggerhoj:2005xz}
  E.~Uggerh\o j, U.~I.~Uggerh\o j,
  Nucl.\ Instrum.\ Meth.\  B {\bf 234} (2005) 31.
  %%CITATION = NUIMA,B234,31;%

\bibitem{Scandale:2011zz}
  W.~Scandale, {\it et al.}, 
  Phys.\ Lett.\  {\bf B703 } (2011)  547-551.
  
\bibitem{LUA9} W.~Scandale, {\it et al.} [LUA9], CERN-LHCC-2011-007, 2011.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andry Malala', 'last_name': 'Rakotozafindrabe', 'fullName': 'Rakotozafindrabe, Andry Malala', 'id': '315301', 'affiliation': ""CEA - Centre d'Etudes de Saclay (FR)"", 'emailHash': 'd971014d1768195f6a508b5e7e605632', 'db_id': 315301, 'person_id': 343810}"
Poster Session Reception,poster,Assessment of heavy-ion background fluctuations via Independent Particle Emission in full jet reconstruction measurements,"Yaldo, Christopher",Wayne State University,Unknown,"The main difficulty in precise and systematically controlled jet measurements in heavy-ion collisions is the correction for the soft underlying background fluctuation as well as for additional hard scatterings occurring in the nucleus-nucleus collision. To minimize non-trivial biases in jet-quenching measurements by imposing kinematical constraints on the jet fragmentation and to suppress background fluctuations requires a precise description of background fluctuations down to very low momentum. In order to avoid ambiguities in the background fluctuation estimate, caused by additional hard scatterings, especially in the inclusive jet cross-section measurement at lower jet energies, we propose a statistical correction scheme: The Independent Particle Emission Model. In this approach we characterize the soft underlying heavy-ion background fluctuations in a typical jet area via a statistical convolution of multiplicity and (mean) transverse momentum pT fluctuations. In addition higher order flow harmonics (vn) will be taken properly into account. We will present simulation studies in order to estimate the precision of the Independent Particle Emission Model. Furthermore we will discuss conceptually how this approach can be applied in data analysis and how one can assess the validity of the assumed functional form in a data driven way.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christopher', 'last_name': 'Yaldo', 'fullName': 'Yaldo, Christopher', 'id': '315314', 'affiliation': 'Wayne State University', 'emailHash': '9b4a81f2b1af681d86fd93acc8239c26', 'db_id': 315314, 'person_id': 343821}"
Plenary VIB: Flash Talks,other,Jet reconstruction and b-jet identification in PbPb collisions with CMS,"Robles, Jorge A","Rutgers, State Univ. of New Jersey (US)",USA,"The flavor dependence of jet quenching is a powerful handle to discriminate models of parton energy loss in heavy ion collisions. While there is evidence for a strong energy loss of heavy quarks from single particle measurements, heavy flavor tagging of fully reconstructed jets has thus far not been achieved in heavy ion collisions. In this talk we demonstrate the capacity of CMS to identify jets initiated by bottom quarks using displaced vertices reconstructed in the silicon tracking system. Identification of b-jets is shown to be feasible even in the dense environment of PbPb collisions. We discuss the status and prospects for measurements of identified b-jets in PbPb collisions with CMS.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jorge A', 'last_name': 'Robles', 'fullName': 'Robles, Jorge A', 'id': '315402', 'affiliation': 'Rutgers, State Univ. of New Jersey (US)', 'emailHash': 'ea1949bcf27cbf3ee51c4c8522c39cd0', 'db_id': 315402, 'person_id': 343875}"
Plenary VIB: Flash Talks,other,$\omega(782)$ and $\phi(1020)$ mesons from di-leptonic decay channels at the STAR experiment,"Wada, Masayuki",University of Texas at Austin,USA,"Hadronic resonances can play a pivotal role in providing experimental
evidence for partial chiral symmetry restoration in the deconfined
quark-gluon phase produced in high energy nucleus-nucleus collisions.
Their lifetimes, which are comparable to the lifetime of the fireball,
make them a valuable tool to study medium modifications to the
resonant state due to the chiral phase transition signatures of mass
shifts and/or width broadenings. This can be done via the leptonic
decay of resonances with relatively small interaction of leptonic
daughter particles with dense hadronic medium, however hadronic
regeneration of resonances feeds into this signature as well.
Particle identification based on the STAR upgraded Time-of-Flight
detector in conjunction with energy-loss (dE/dx) from the Time
Projection Chamber is used for a clean electron and positron
identification.
We will present the measurement of masses, widths, transverse momentum
spectra, and yields of $\omega(782)$ and $\phi(1020)$ mesons at
mid-rapidity in Au+Au collisions at \sqrts{s_{NN}} = 200 GeV and
compare the $\phi(1020)$ result to those from the hadronic decay
channel.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masayuki', 'last_name': 'Wada', 'fullName': 'Wada, Masayuki', 'id': '315315', 'affiliation': 'University of Texas at Austin', 'emailHash': '68aae93af6bbcf7c411101a0832c9385', 'db_id': 315315, 'person_id': 343822}"
Poster Session Reception,poster,Dielectron Production in Au+Au-Collisions at $\sqrt{s_{NN}}$ =39 \& 62.4 GeV at STAR,"Huck, Patrick",CCNU/LBNL,USA,"In the years 2010/11, the Solenoidal Tracker At RHIC (STAR) conducted a Beam Energy Scan (BES) over a wide range of center-of-mass energies with the purpose of studying the properties of the Quark-Gluon-Plasma (QGP) as well as searching for the onset of deconfinement and the critical point of the QCD phase diagram. The installation of the Barrel Time-Of-Flight-Detector (TOF) has enabled STAR to identify electrons over a wide momentum range. Combined with its large acceptance, excellent PID, and a low material budget in the runs of 2010/11, STAR now provides unique capabilities for the study of dielectron production in heavy ion collisions.
Due to their negligible strong interaction with the dense medium created at RHIC, leptons can escape the interaction region undistorted and thus, carry direct information about the space-time evolution of the fireball created in relativistic heavy-ion collisions. In the special case of dileptons, their invariant mass ($m_{ee}$) serves as an additional observable: For the BES energies, later dielectron creation times are accessible in the Low-Mass-Region (LMR, $m_{ee}<1.1 GeV/c^2$) where the in-medium vector meson properties and its implications on the dielectron yield can be measured. Earlier creation times, on the other hand, can be studied in the Intermediate-Mass-Region (IMR, $1.1<m_{ee}<3 GeV/c^2$) in which the continuum yield allows a direct measure of the effective QGP temperature. In this regard, the dependence of these observables on the collision energy is of special interest. These aspects, in particular, make dielectrons favorable as a clean penetration probe for the bulk.
The poster will present dielectron invariant mass spectra from Au+Au collisions at $\sqrt{s_{NN}}$ of 39 \& 62.4 GeV and its comparisons to cocktail simulations of known hadron sources. In addition, the energy dependencies of low mass dielectron production, as well as the slope parameters of $p_T$ distributions from IMR dielectrons will be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Patrick', 'last_name': 'Huck', 'fullName': 'Huck, Patrick', 'id': '315316', 'affiliation': 'CCNU/LBNL', 'emailHash': '1f9603dd0488410bd5d2a0693765f66f', 'db_id': 315316, 'person_id': 343823}"
Poster Session Reception,poster,Investigating the ridge structure in #Delta#eta-#Delta#phi correlations at STAR,"De Silva, L. Chanaka",University of Houston,Unknown,"Triggered di-hadron correlation studies using Au+Au collisions at #sqrt(S_{NN}) = 200GeV in STAR revealed a novel “ridge-like” structure in two dimensions (#Delta#eta, #Delta#phi) [1] for high p_{T} particles. Similar structure was also present in an inclusive un-triggered di-hadron correlation analysis [2]. We study the <p_{T}> evolution of un-triggered analysis by increasing the lower p_{T} cut of both charged particles. A smooth evolution of data is observed and our results reproduce the initial triggered analysis structure near <p_{T}> = 2.7 GeV/c. We further quantify the correlation structure evolution by fitting a model function. The model function emphasizes possible initial state fluctuation contribution via the use of higher harmonic model components; v_{n} (n=1,2,3,4) and the remainder is modeled via an asymmetric 2d Gaussian. Extracted harmonic parameters are compared to model predictions [3,4] and remainder is quantified via p+p data at #sqrt(S_{NN}) = 200GeV and charge dependent studies.

[1] B. I. Abelev et al. (STAR Collaboration), Phys. Rev. C 80, 064912 (2009)
[2] M Daugherity et al. (STAR Collaboration), J. Phys. G 35, 104090 (2008)
[3] B. Alver et al., Phys. Rev. C 81, 054905 (2010)
[4] C. Gombeaud et al., Phys. Rev. C 81, 014901 (2010)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'L. Chanaka', 'last_name': 'De Silva', 'fullName': 'De Silva, L. Chanaka', 'id': '315317', 'affiliation': 'University of Houston', 'emailHash': 'b77ef39efa5885078a84114b8caaf0d0', 'db_id': 315317, 'person_id': 343107}"
Parallel 3C: Electro-Weak Probes (Chair J. Kapusta),parallel,Thermal dileptons in high-energy heavy ion collisions with 3+1D relativistic hydrodynamics,"Vujanovic, Gojko",McGill University,United States,"The penetrating nature of dileptons makes them suitable probes to explore the properties of the strongly-interacting medium created in relativistic nuclear collisions. This study investigates thermal dilepton production using MUSIC (a Monotone Upstream-centered Scheme  for Ion Collisions): a 3+1D hydrodynamic simulation with or without shear  viscosity. We utilize dilepton emission rates that are derived from in-medium hadronic spectral functions, and from pQCD. In addition to the invariant mass and momentum distributions, the elliptic flow of lepton pairs is calculated, and  the effects of a finite shear viscosity coefficient are also analyzed.  We present results appropriate for measurements by the PHENIX and STAR collaborations, and make predictions for the LHC.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gojko', 'last_name': 'Vujanovic', 'fullName': 'Vujanovic, Gojko', 'id': '315318', 'affiliation': 'McGill University', 'emailHash': 'ff76dda597a309801c97696191934d19', 'db_id': 315318, 'person_id': 343824}"
