Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session Reception,poster,"Results from Fixed-Target Collisions from STAR: Au+Al at $\root{S_{NN}}$ =  4.5, 3.5 and 3.0 GeV","Haag, Brooke",U,Unknown,"The RHIC Beam Energy Scan (BES) was proposed to search for the
possible critical point and to study the nature of the phase transition between hadronic and partonic matter.
However, several dynamical model simulations (UrQMD, PHSD,
QGSM, GiBUU, 3-fluid) suggest that the partonic phase is entered for
center-of-mass collision energies as low as 4-5 GeV [1]. Collisions
between beam halo nuclei and the aluminum beam pipe allow STAR to study fixed-target Au+Al collisions. The injection and sub-injection energy gold beams (kinetic energies of 8.8, 4.8 and 2.9 AGeV) produce Au+Al collisions at center-of-mass energies of 4.5, 3.5, and 3.0 GeV. Particle ratios will be presented and compared to earlier published results from the AGS, SPS,and RHIC.  Fixed target acceptances and efficiencies for tracking in the TPC and particle identification in the Time of Flight system will be discussed.

References:
[1] I.C. Arsene et al., Phys. Rev. C75, 034902 (2007).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Brooke', 'last_name': 'Haag', 'fullName': 'Haag, Brooke', 'id': '315051', 'affiliation': 'U', 'emailHash': '65bdc7447a92a9a82ab8706af6730720', 'db_id': 315051, 'person_id': 343661}"
Parallel 1D: Heavy Flavor & Quarkonia (Chair R. Granier de Cassagnac),parallel,Recent Heavy Quarkonia Results from PHENIX,"McGlinchey, Darren",F,Unknown,"The idea of using heavy quarkonia production as a direct probe of the screening length in the quark gluon plasma (QGP) has been around for over two decades. Suppression of quarkonia production in heavy ion collisions has been measured at the SPS, RHIC, and the LHC, including new measurements of $\Upsilon(1S+2S+3S)$ production in Au+Au collisions by PHENIX. However, a full understanding of these results in terms of direct contributions from the QGP is still evolving. An incomplete knowledge of the baseline cold nuclear matter (CNM) effects, as well as the possibility of competing effects present in the QGP, such as recombination, has hindered a full understanding of the observed heavy ion results.

In order to quantify the CNM effects present at RHIC, PHENIX has measured both $J/\psi$ and $\Upsilon$ production in $d$+Au collisions over a wide range in rapidity with the inclusion of new measurements of $\Upsilon(1S+2S+3S)$ production at midrapidity. PHENIX finds a suppression relative to $p$+$p$ collisions which is greater at forward rapidity and similar between the $J/\psi$ and $\Upsilon$, leading to interesting implications of the RHIC heavy ion results. New measurements of the transverse momentum dependence of the $J/\psi$ nuclear modification factor provide further constraints on CNM effects, as well as constraining the Cronin effect at RHIC energies. This talk will present recent heavy quarkonia results in $p$+$p$, $d$+Au and Au+Au collisions from PHENIX, as well as the implications of the measured CNM effects on the heavy ion data.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Darren', 'last_name': 'McGlinchey', 'fullName': 'McGlinchey, Darren', 'id': '315366', 'affiliation': 'F', 'emailHash': '4eded4a9d52551dfa32e44484db69257', 'db_id': 315366, 'person_id': 343852}"
Parallel 7D: Correlations & Fluctuations (Chair B. Wosiek),parallel,"Forward/backward, reaction-plane dependent J/psi production and hadron v_n in Cu+Au collisions in PHENIX","Hollis, Richard","University of California, Riverside",USA,"The flexibility of RHIC to collide different nuclei provides experiments with a rich resource to systematically test models and scaling behaviors and compare the results to those from Au+Au collisions. For an initial evaluation of the Cu+Au collision system, PHENIX has earmarked several measurements for fast analysis, in particular, forward/backward and central-rapidity J/psi production.  These collisions promise an array of unique geometrical configurations including odd harmonics and events where the Cu nucleus is completely embedded within the Au.  Such geometries present an opportunity to probe the ""core"" and ""corona"" regions of the collision (which are strongly asymmetric in Cu+Au) by measuring the reaction plane dependence of particle production.  J/psi production may be more sensitive to the least dense part of the collision at the surface - the corona - thus providing a handle of the relative size of the Cu- versus Au-side corona.  An important component of this analysis is the understanding of the light-hadron vn(n=1,2,3,4) and the correlation between the vn event planes in these collisions, which will reveal the underlying hydrodynamical properties of the system.  In particular, the odd harmonics from the Cu+Au system offer sensitivity to v3 generated from the collision geometry as opposed to fluctuations in a symmetric system.  The analysis status of the recently taken U+U collision data, which offers some of the same advantages as Cu+Au, as well as a wider range of energy densities, will also be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Richard', 'last_name': 'Hollis', 'fullName': 'Hollis, Richard', 'id': '314874', 'affiliation': 'University of California, Riverside', 'emailHash': 'ef7ab1ebd988d876dfb01500b8812da5', 'db_id': 314874, 'person_id': 343558}"
Parallel 1C: Correlations & Fluctuations (Chair J. Schukraft),parallel,Femtoscopy of identified particles at STAR.,"Shah, Neha",UCLA,USA,"Measurement of correlations of pair of particles with small relative momenta provides insight into geometry and lifetime of particle emitting source in relativistic heavy ion collisions.

Kaon femtoscopy extends the range of pair transverse mass covered and provides a sample less affected by decay resonances as compared to pions. The correlation functions of non-identical particles in the three-dimensional $\vec{k}^*$ space can reveal a space-time offset of one particle species (e.g. kaons) with respect to another (e.g. pions). Measurement of  $\Lambda-\Lambda$ correlation is closely related to $H_{0}$-dibaryon, a six quark state predicted by Jaffe[1], which could appear as a bump in the $\Lambda-\Lambda$ invariant mass spectra or depletion in pair correlation near the threshold depending on the nature of $H_{0}$-dibaryon state.
 
We present new measurements of pion-kaon, kaon-kaon and hyperon-hyperon correlations measured in Au+Au collisions at the STAR experiment during Run 10 and Run 11. The analysis greatly benefits from the STAR Time of Flight detector to extend particle identification capabilities. Kaon source sizes are extracted by using spherical harmonics decomposition technique. Dependence of the kaon source radii on event centrality and pair transverse momentum for $\sqrt{s_{NN}}$ = 7.7-200 GeV are presented. Centrality dependence of pion-kaon femtoscopy in at Au+Au $\sqrt{s_{NN}}$ = 200 GeV and a similar analysis for p+p collsions at $\sqrt{s_{NN}}$ = 200 GeV will be presented for the first time. Finally, we will present the measurement of $\Lambda-\Lambda$ correlations for $\sqrt{s_{NN}}$ = 39-200 GeV. 
 
[1] R. L. Jaffe,Phys. Rev. Lett. 38(1977) 195.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Neha', 'last_name': 'Shah', 'fullName': 'Shah, Neha', 'id': '314656', 'affiliation': 'UCLA', 'emailHash': '5de2c7f52f4d1affa77bd321958ad9c3', 'db_id': 314656, 'person_id': 343407}"
Parallel 2C: Correlations & Fluctuations (Chair X. Dong),parallel,Charge balancing and the fall off of the ridge,"Bozek, Piotr",AGH University of Science and Technology,Poland,"The puzzle of the fall-off of the same-side ridge in relative pseudorapidity, found in unbiased two-particle correlations, is solved. We show that the event-by-event hydrodynamics followed by statistical hadronization with proper charge conservation provides the crucial non-flow component and leads to agreement with the data at soft transverse momenta (p_T < 2 GeV). The fall-off of the same-side ridge follows from the fact that a pair of particles with opposite charges is emitted from the same fluid element, whose collective velocity collimates the momenta of the pair. Basic experimental features of the two-dimensional correlation functions are then represented, including the dependence on the relative charge (like-sign and unlike-sign pairs) and centrality.  Related quantities, such as the charge balance functions or the dependence of the harmonic flow coefficients on relative pseudorapidity, are also properly explained in our approach.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Piotr', 'last_name': 'Bozek', 'fullName': 'Bozek, Piotr', 'id': '315064', 'affiliation': '', 'emailHash': '31f8e284f7bc6b2809145f28b598aec4', 'db_id': 315064, 'person_id': 343303}"
Parallel 2D: Heavy Flavor & Quarkonia (Chair J.-P. Blaizot),parallel,Gluon saturation effects on the color singlet  J/Psi production in high energy dA and AA collisions,"Tuchin, Kirill",Iowa State University,USA,We discuss the gluon saturation/color glass condensate effects on J/Psi production in high energy pA and AA collisions. We report the results of numerical calculations of the corresponding nuclear modification factors. We found a good agreement between our calculations and the experimental data on J/Psi production in pA collisions. We also observe that cold nuclear modification effects alone cannot describe the data on J/psi production in AA collisions. Our numerical calculations indicate that the discrepancy arises in a significant part from the higher pT’s. Additional final state suppression (at RHIC) and enhancement (at LHC) mechanisms are required to explain the experimental observations.,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kirill', 'last_name': 'Tuchin', 'fullName': 'Tuchin, Kirill', 'id': '314371', 'affiliation': 'Iowa State University', 'emailHash': '57714bbd4a0826a7c0455fcfb313a011', 'db_id': 314371, 'person_id': 343203}"
Parallel 4A: Global & Collective Dynamics (Chair P. Sorenson),parallel,Measurement of dipole flow associated with initial geometry fluctuations in Pb-Pb collisions with the ATLAS detector,"Jia, Jiangyong",Brookhaven National Laboratory (BNL)-Unknown-Unknown,USA,"A study of the dipole flow (v_1) associated with initial geometry fluctuations is presented using the 2010 Pb-Pb data. This analysis involves a systematic decomposition of the first order Fourier coefficient of the two-particle correlation into a dipole flow component and a global momentum conservation component. The dipolar flow is extracted as function of pT (0.5-10 GeV), centrality (0-50%) and pseudorapidity (|eta|<2.5). The magnitude of the extracted global momentum conservation component is used to estimate the effective size of the system that conserve momentum as a function of centrality. These results are compared with recent model calculations and their implications on the initial dipole asymmetry are discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiangyong', 'last_name': 'Jia', 'fullName': 'Jia, Jiangyong', 'id': '315458', 'affiliation': 'Brookhaven National Laboratory (BNL)-Unknown-Unknown', 'emailHash': '3d951a186ae4e1d5ce26f3dd3683cd17', 'db_id': 315458, 'person_id': 343280}"
Poster Session Reception,poster,Propagating fluctuations in fluid dynamic fields,"Wiedemann, Urs",CERN,Switzerland,"We formulate the propagation of fluid dynamic fields as a propagation of small perturbations around smooth average fluid fields. Fluid dynamic simulations of smooth average initial conditions are then shown to be sufficient to map out the large space of fluid dynamic event histories resulting from arbitrary small fluctuations around these smooth initial conditions. We argue that this provides an efficient way for organizing event-by-event fluid dynamic simulations of heavy ion collisions, and we present details and applications of the approach. 

Based on: Stefan Florchinger and U.A. Wiedemann, work in preparation
                and JHEP 1111 (2011) 100","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Urs', 'last_name': 'Wiedemann', 'fullName': 'Wiedemann, Urs', 'id': '314507', 'affiliation': 'CERN', 'emailHash': 'b3e9ac8536071cc26fac1dbcff7b76ac', 'db_id': 314507, 'person_id': 343294}"
Poster Session Reception,poster,New method for measuring longitudinal fluctuations and  directed flow in ultrarelativistic heavy ion collisions,"Eyyubova, Gyulnara",University of Oslo (NO),Unknown,"Recently significant effort is made to study azimuthal flow asymmetries in ultra-relativistic heavy ion reactions. At finite impact parameters the directed flow and the elliptic flow were dominant observables for many years.

In head-on collisions there would be no reason to have an azimuthal or longitudinal asymmetry, nevertheless, new observations for the higher harmonics show [1] that even in central collisions there is a strong azimuthal asymmetry in the emitted hadrons, and this asymmetry arises from transverse fluctuations of the initial state. In addition in head-on collisions the third harmonic of the azimuthal distribution, v_3, exceeds the second one, v_2, and becomes the dominant harmonic component in accordance with large fluctuations. The fact that high harmonics, measured up to v_8, survive the fluid dynamical expansion indicates that the QGP fluid is almost perfect, and does not absorb high-harmonics.

Fluctuations must also appear in the longitudinal direction, especially in peripheral reactions where the projectile and target spectators may not be exactly the same size. As a first step of our study, we estimate the Event-by-Event (EbE) c.m. rapidity fluctuations using a method based on Zero Degree Calorimeters (ZDC)s. In peripheral reactions one can check if significant correlation between the EbE c.m. rapidities measured in the TPC and via the ZDCs do exist. This then leads to the possibility to separate the flow characteristics arising from collective global asymmetries and from random fluctuations.

The first v_1 measurements at LHC [2] were also arising dominantly from random fluctuations as both the even and odd rapidity combinations gave the same result. As a second step, with the aim to determine the global asymmetry component of the directed flow v_1, we propose that the participant system Event-by-Event shifted from the Lab. c.m. frame to the measurable participant c.m. rapidity EbE, thus removing or minimizing the effect of random longitudinal fluctuations. Then following the global asymmetry the ""odd"" component of the directed flow can be separated and identified using this method.

This new method [3] enables us to separate fluctuating and the global symmetry components in the flow, which is important for the odd harmonics, especially for v_1 and v_3. Thus one can study experimentally the rotation effect [4] and the possible occurrence of the Kelvin-Helmholtz instability [5] in the globally symmetric component of the collective flow.

[1] K. Aamodt et al., (ALICE Collaboration) Phys.Lett. B708, 249 (2012).
[2] I. Selyuzhenkov et al. (ALICE Collaboration), J Phys. G 38, 124167 (2011).
[3] L.P. Csernai, G. Eyyubova, V.K. Magas, arXiv:submit/0463514.
[4] L.P. Csernai, V.K. Magas, H. Stöcker, D.D. Strottman, Phys.Rev. C84, 02914 (2011).
[5] L.P. Csernai, D.D. Strottman, and Cs. Anderlik, arXiv:1112.4287 [nucl-th].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gyulnara', 'last_name': 'Eyyubova', 'fullName': 'Eyyubova, Gyulnara', 'id': '314712', 'affiliation': 'University of Oslo (NO)', 'emailHash': '50edc0308ee26c26eb749b1daec5f33a', 'db_id': 314712, 'person_id': 343441}"
Parallel 3A: Global & Collective Dynamics (Chair T. Kodama),parallel,Two- and Multi-particle cumulant measurements of vn and isolation of flow and nonflow in 200 GeV Au+Au Collisions by STAR,"Yi, Li",Purdue University,USA,"Azimuthal anisotropic flows vn, arising from the anisotropic collision geometry, reflect the hydrodynamic properties of the quark gluon plasma created in relativistic heavy-ion collisions. A long standing issue in vn measurements is the contamination of nonflow, caused by intrinsic particle correlations unrelated to the collision geometry. Nonflow limits, in part, the precise extraction of the viscosity to entropy density ratio eta/s from data-model comparisons. Isolation of flow and nonflow is critical to the interpretation of the Fourier decomposition of dihadron correlations.

In this talk we report measurements of vn azimuthal anisotropies using the two- and mult-particle Q-cumulants method from STAR in Au+Au collisions at 200 GeV. The centrality and pT dependence of vn will be presented. We compare the four- and six-particle cumulant measurements to gain insights on the nature of flow fluctuations [1,2]. We further analyze two- and four-particle cumulants between pseudo-rapidity (eta) bins. Exploiting the collision symmetry about mid-rapidity, we isolate the \Delta\eta-dependent and \Delta\eta-independent correlations in the data with a data-driven method [3]. The \Delta\eta-dependent part arises from near-side nonflow correlations, such as HBT interferometry, resonance decays, and jet-correlations. The \Delta\eta-independent part is dominated by flow and flow fluctuations with relatively small contribution from away-side jet-correlations. The method does not make assumptions about the eta dependence of flow. Our isolated \Delta\eta-independent part from data, dominated by flow, however, is found to be also eta-independent within the STAR TPC of +-1 unit of pseudo-rapidity. The \Delta\eta drop in the measured two-particle cumulant appears to entirely come from nonflow. We assess the effect of the nonflow on eta/s extraction. We reexamine the high-pT triggered dihadron correlations with background subtraction of our decomposed flows. 

[1] S.A. Voloshin, A.M. Poskanzer, A. Tang, and G. Wang, Phys. Lett. B659, 537 (2008).

[2] L. Yi, F. Wang, and A. Tang, arXiv:1101.4646 [nucl-ex].

[3] L. Xu, L. Yi, D. Kikola, J. Konzer, F. Wang, and W. Xie, arXiv:1204.2815 [nucl-ex].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yi', 'fullName': 'Yi, Li', 'id': '315027', 'affiliation': 'Purdue University', 'emailHash': 'f110e47142f7d5e1456d1f3defb03360', 'db_id': 315027, 'person_id': 343646}"
Parallel 4C: Electro-Weak Probes (Chair D. D'Enterria),parallel,Measurement of isolated direct photons in lead-lead collisions at 2.76 TeV with the ATLAS detector,"Grabowska-Bold, Iwona",AGH Univesity of Science and  Technology (PL),Poland,"Direct photons are a powerful tool to study heavy ion collisions. Their production rates provide access to the initial state PDFs, which are expected to be modified by nuclear effects. They also provide a means to calibrate the expected energy of jets that are produced in the medium, and thus are a tool to probe the physics of jet quenching more precisely both through jet rates and fragmentation properties. The ATLAS detector measures photons with its hermetic, longitudinally segmented calorimeter, which gives excellent spatial and energy resolution, and detailed information about the shower shape of each measured photon. This gives powerful rejection against the expected background from neutral pions coming from jets. Rejection against jet fragmentation products is further enhanced by isolation criteria, which can be based on calorimeter energy or the presence of high pT tracks. First results on the rates of isolated direct photons from approximately 140 µb-1 of lead-lead data will be shown, as a function of transverse momentum, pseudorapidity and centrality, and their rates compared to expectations from perturbative QCD.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iwona', 'last_name': 'Grabowska-Bold', 'fullName': 'Grabowska-Bold, Iwona', 'id': '315476', 'affiliation': 'AGH Univesity of Science and  Technology (PL)', 'emailHash': 'd6c60f560a8c55f131facda14403a8e7', 'db_id': 315476, 'person_id': 343918}"
Parallel 2D: Heavy Flavor & Quarkonia (Chair J.-P. Blaizot),parallel,Momentum dependences of charmonium properties from lattice QCD,"Ding, Heng-Tong",Brookhaven National Lab,USA,"We study the momentum dependence of charmonia in a hot medium using lattice QCD calculations. We analyze correlation functions and extract spectral functions from quenched calculations on large lattices close to the continuum limit in the temperature region $1.5<T/T_c<3$ as well as for $T\simeq 0.75T_c$. We examine the modifications of dissociation temperatures of the bound states when they are in motion with respect to the heatbath frame. We will also discuss the charm diffusion coefficients in connection with transport properties of charm quark at finite momentum. Furthermore, we expect to be able to present preliminary results at temperatures closer to the transition temperature, i.e. $T_c<T<1.5T_c$, which is crucial to locate the dissociation temperature of $J\psi$ and examine the sequential suppression scenario[1].


[1]  H.-T. Ding, A. Francis, O. Kaczmarek, F. Karsch, H. Satz and W. Soeldner, BI-TP 2012/13, to appear on arXiv soon","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heng-Tong', 'last_name': 'Ding', 'fullName': 'Ding, Heng-Tong', 'id': '314283', 'affiliation': 'Brookhaven National Lab', 'emailHash': '1a49734af9f7915bae372dfed1bb1c04', 'db_id': 314283, 'person_id': 343118}"
Parallel 4B: Jets (Chair N. Armesto),parallel,Study of jet fragmentation with particle correlations in Pb-Pb collision at 2.76 TeV by ALICE,"Krizek, Filip",Helsinki Institute of Physics (FI),CZ,"A high-$p_{T}$ jet suppression first observed at RHIC has been reported also at the LHC.
The ALICE collaboration has recently reported an observation of an enhanced intra-jet yield of charged particles associated with the high-\pt{} trigger particle ($I_{\rm AA}$) in central \pbpb\ collisions at \snn=2.76 \tev\  which may be also interpreted as a hint of the modification of the fragmentation function due to induced gluon radiation. 
In order to study further the nature of the intra-jet correlation yield enhancement an analysis of the jet-fragmentation transverse momentum  was performed. Modification of this  distribution with the centrality of the collision will be presented. A possible path length dependency of the induced radiation is studied using a comparison of the two-particle correlation for different orientations of the trigger particle with respect to the event plane and comparing the jet-fragmentation transverse momentum distribution measured  in different event-by-event anisotropy  classes.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Filip', 'last_name': 'Krizek', 'fullName': 'Krizek, Filip', 'id': '314646', 'affiliation': 'Helsinki Institute of Physics (FI)', 'emailHash': '59779b305edf821ebf6c15602f913239', 'db_id': 314646, 'person_id': 343400}"
Parallel 4A: Global & Collective Dynamics (Chair P. Sorenson),parallel,Baryon anomaly in heavy-ion collisions and colour correlations in QGP,"Safarik, Karel",CERN,Switzerland,"A baryon anomaly – an increase baryon-to-meson production ratio at intermediate transverse momenta in heavy-ion collisions when compared to proton–proton collisions – is observed at RHIC and the LHC. This effect is usually explained by recombination of constituent quarks during QGP hadronisation, or as a consequence of a strong radial flow developed during the heavy-ion collision. In this contribution, a different mechanism to favour baryon-over-meson production is proposed: when hadrons are formed in the recombination of nearby quarks and antiquarks, only colour-singlet combinations can be chosen. Hadron formation, in particular the probability to create baryons or mesons, depends on the distribution of colour charges among quarks. If the distribution is random – a reasonable assumption for Quark–Gluon Plasma (QGP) – the baryon-to-meson ratio is nearly twice higher than in the situation where quark colours are pre-arranged to obtain a white hadron in the combination of nearest quarks and antiquarks. The correlation of colour charges in the QGP also influences the distance over which recombination occurs. A study of the dependencies of the baryon-to-meson ratio and of the size of the recombination domain on the colour-correlation configuration will be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Karel', 'last_name': 'Safarik', 'fullName': 'Safarik, Karel', 'id': '314750', 'affiliation': 'CERN', 'emailHash': '7c0584a0416271ce30fe6cab11de9751', 'db_id': 314750, 'person_id': 343357}"
Parallel 5B: QCD at Finite Temperature and Density (Chair F. Karsch),parallel,Photon production in hot QCD plasmas at NLO and two-to-three processes,"Teaney, Derek",Stony Brook University,USA,"We determine the photon production rate at next to leading order, i.e.  through order $g^2 m_D/T$. At leading order, photon production is determined by three processes: hard two-to-two collisions, collinear bremsstrahlung, and quark-conversions, i.e. a process where the incoming quark transfers almost all of its momentum to the produced photon and the final state quark is soft.  At NLO, wider angle bremsstrahlung must be treated carefully, and the LPM suppressed leading order rate smoothly matches onto two-to-three processes.  Similarly, asymmetric bremsstrahlung,  when  the photon carries a large momentum fraction of the incoming momentum and the final state quark is soft, must be smoothly matched onto the quark conversion process present at leading order. We carefully include these rates without double counting to determine the full photon production rate at NLO.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Derek', 'last_name': 'Teaney', 'fullName': 'Teaney, Derek', 'id': '314360', 'affiliation': 'Stony Brook University', 'emailHash': 'f29a910807fafc43d4c4222c4d3246c6', 'db_id': 314360, 'person_id': 343192}"
Parallel 7E: New Theoretical Developments (Chair P. Levai),parallel,Heavy quark quenching from RHIC to LHC and the consequences of gluon damping,"Gossiaux, Pol",Subatech,Unknown,"Recently, we have proposed a microscopic approach for the quenching and thermalisation of heavy quarks (HQ) in URHIC \cite{Gossiaux:2008,Gossiaux:2009,Gossiaux:2010}, assuming that 
they interact with light partons through both elastic and radiative processes evaluated by resorting to some parameterization of the running coupling constant, while those partons are spatially distributed along hydrodynamical evolution of the hot medium. This approach is able to explain successfully several observables measured at RHIC, such as the nuclear modification factor and the elliptic flow of non-photonic single electrons. The diffusion coefficient of heavy quarks in the quark gluon plasma -- a fundamental property of this state of matter -- can thus be extracted and compared with recent lattice calculations. In this contribution, we discuss the predictions of our model for D and B mesons production in URHIC at LHC energies and confront them with experimental results obtained so far by ALICE and CMS collaborations for Pb-Pb collisions at $\sqrt{s}=2.76~{\rm TeV}$. 

The slight excess of quenching found w.r.t. the D mesons data at LHC trigers our interest in new effects neglected up to now, such as the influence of gluon damping on radiative energy loss and its phenomenological consequences. In \cite{Bluhm:2011}, we have indeed studied the effect of an absorptive medium on standard LPM \cite{LPM} radiation in electrodynamics and have advocated that the large time needed for the photon formation in Bremsstrahlung from ultrarelativistic charges is not affordable if damping is taken into account. Similar effect manifests itself in QCD, as we have recently advocated in \cite{Bluhm_2012}. In our QM contribution, we intend to concentrate on the {\em implications} of such an effect on the quenching of particles in URHIC (discussing observables such as spectra, elliptic flow and azimutal correlations) as well as on the single electron puzzle.  

\begin{thebibliography}{9}

\bibitem{Gossiaux:2008}
P.B. Gossiaux, J. Aichelin, Phys. Rev. C{\bf 78}, 014904 (2008), [hep-ph/0802.2525].

\bibitem{Gossiaux:2009}
P.B. Gossiaux, R. Bierkandt, J. Aichelin, Physical Review C{\bf 79} (2009) 044906

\bibitem{Gossiaux:2010}
P.B. Gossiaux, V. Guiho, J. Aichelin, J. Phys. G: Nucl. Part. Phys. {\bf 37} (2010) 094019

\bibitem{Gossiaux:2011}
P.B. Gossiaux et al., arXiv:1102.1114

\bibitem{Bluhm:2011}
M. Bluhm, P.B. Gossiaux, and J. Aichelin, arXiv:1106.2856, PRL {\bf 107} (2011) 265004 

\bibitem{LPM}
L.D. Landau and I. Ya. Pomeranchuk, Dokl. Akad. Nauk  SSSR {\bf 92} (1953) 535; ibid. {\bf 92} (1953) 735.

\bibitem{Bluhm_2012}
M. Bluhm, P. B. Gossiaux, T. Gousset, J. Aichelin,[arXiv:1204.2469v1] 

\end{thebibliography}","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pol', 'last_name': 'Gossiaux', 'fullName': 'Gossiaux, Pol', 'id': '315036', 'affiliation': 'Subatech', 'emailHash': '1a9c947a7e48adf5553a5c2200aa8b14', 'db_id': 315036, 'person_id': 343159}"
Parallel 6A: Heavy Flavor & Quarkonia (Chair Y. Akiba),parallel,Open charm hadron production in p+p and Au+Au collisions at STAR,"Tlusty, David",PhD student,Unknown,"In relativistic heavy ion collisions at RHIC, heavy quarks are expected to be created from initial hard scatterings. Their large masses are not easily affected by the strong interaction with QCD medium, thus they carry clean information from the system at early stage. The interaction between heavy quarks and the medium is sensitive to the medium dynamics, therefore heavy quarks are suggested as an ideal probe to quantify the properties of the strongly interacting QCD matter.
In this talk, we will present the STAR results of open charm hadron production at mid-rapidity in $p+p$ and Au+Au collisions at $\sqrt{s_{NN}}$ = 200 GeV. Open charm mesons were reconstructed directly via hadronic decay channels with daughter particles identified by TPC and TOF detectors.  With abundant statistics of Au+Au collisions collected by STAR in the year 2010 and 2011, the D-meson is measured at $p_T$ from 0.2 to 8 GeV in minimum bias Au+Au collisions. The centrality dependence of D-meson $p_T$ spectra as well as the nuclear modification factor will be presented. A first measurement of the $D^{0}$ elliptic flow in 200 GeV Au+Au collisions will be reported. These measurements are compared to theoretical model calculations and physics implications will be discussed. Finally, we will discuss the open charm hadron measurement in $\sqrt{s}=500$ GeV $p+p$ collisions to study the energy dependence of charm production.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': 'Tlusty', 'fullName': 'Tlusty, David', 'id': '315041', 'affiliation': 'PhD student', 'emailHash': '1248f88f602b21c57a1e4149be775fa6', 'db_id': 315041, 'person_id': 343652}"
Poster Session Reception,poster,Signature of  liquid-gas phase transition and critical behavior in projectile multifragmentation,"Talukdar, Rupalim","Department of Physics, Gauhati University, India",Unknown,"A high-statistics exclusive study of the multifragmentation of   Mg-Em interaction at 4.5 AGeV  has been performed  to realize the critical behaviour. A number of relevant observables such as fluctuation in the sizes of the largest cluster, reduced variance and the mean value of second moment of charge distribution were estimated with the experimental data. The observed results are compared with the results of Kr-Em interaction at 0.95 AGeV as well as the results of EOS collaboration for Au, La and Kr on carbon at 1 AGeV. Systematic variation in the heights and positions of the peaks observed with the change of the fragmenting nuclei thereby confirms the critical behaviour and a possible association of liquid-gas phase transition on multifragmentation mechanism.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rupalim', 'last_name': 'Talukdar', 'fullName': 'Talukdar, Rupalim', 'id': '314400', 'affiliation': 'Department of Physics, Gauhati University, India', 'emailHash': '5f1c93b26ec1fcb11aa04cca59c9910c', 'db_id': 314400, 'person_id': 343227}"
Parallel 1D: Heavy Flavor & Quarkonia (Chair R. Granier de Cassagnac),parallel,Jpsi and  psi (2S) production in Pb-Pb collisions with the ALICE Muon spectrometer at  the LHC,"Arnaldi, Roberta",Universita e INFN (IT),Unknown,"ALICE is the LHC experiment dedicated to the study of heavy ion collisions. The main purpose of ALICE is to investigate the properties of a new state of deconfined nuclear matter, the Quark Gluon Plasma. Quarkonium measurements will play a crucial role in this investigation. In particular, the sequential suppression of the quarkonium states by color screening has long being suggested as a signature and thermometer of the QGP.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Roberta', 'last_name': 'Arnaldi', 'fullName': 'Arnaldi, Roberta', 'id': '314616', 'affiliation': 'Universita e INFN (IT)', 'emailHash': 'c80c3ec95a2bd7e48656e070d81d7277', 'db_id': 314616, 'person_id': 343378}"
