Session/Category,Title,Speaker,Institute,Country
Parallel session 33,Dilepton polarization as a signature of plasma anisotropy,Maurice Coquet,Centre National de la Recherche Scientifique (FR),France
Parallel session 33,Electromagnetic tomography of Quark-Gluon Plasma at finite baryon densities,Anthony Alaoui,Wayne State University,Italy
Parallel session 33,Thermal dielectron measurements with the STAR experiment,Jiaxuan Luo,No affiliation,Unknown
Parallel session 33,Early EM fields in PbPb collisions via their effect on dimuon decays of Z bosons and top quark production with CMS,Jose Francisco Gonzalez,University of California Davis (US),USA
Parallel session 33,Direct photon production from small to large collision systems with ALICE,Joshua Leon Konig,Goethe University Frankfurt (DE),Germany
Parallel sessions 26,The electric conductivity of nuclear matter along the QCD phase transition line,Joseph Atchison,Abilene Christian University,Italy
Parallel sessions 26,Imprints of dynamic fluidization on dilepton production,Renan Góes-Hirayama,Frankfurt Institute for Advanced Studies,France
Parallel sessions 26,Dielectron production in pp and Pb-Pb collisions with ALICE in Run 3,Florian Eisenhut,Goethe University Frankfurt (DE),Germany
Parallel sessions 26,Studying properties of baryon-dominated matter with dileptons,Niklas Schild,No affiliation,Unknown
Parallel sessions 26,Direct virtual photon measurements in Au+Au collisions with STAR BES-II data,xianwen bao,No affiliation,Unknown
Parallel sessions 26,Low $p_T$ direct photon results with PHENIX and their bearing on the direct photon puzzle,Gabor David,No affiliation,Unknown
,Quark damping rate and conductivity of strongly magnetized QGP,Igor Shovkovy,Arizona State University,Italy
Parallel session 8,The first measurement of energy-energy correlator of jets in PbPb collisions at CMS,Jussi Viinikainen,Vanderbilt University (US),USA
Parallel session 8,Exotic hadron production in and out of jets at LHCb,Ezra Lesser,CERN,Switzerland
Parallel session 8,sPHENIX measurements of high-pT neutral mesons and isolated photons in p+p collisions,Jaebeom Park,No affiliation,Unknown
Parallel session 8,A generalized picture of colour decoherence in dense QCD media,Xoán Mayo López,Universidade de Santiago de Compostela - IGFAE,Germany
Parallel session 8,Energy correlators for gluon splitting to heavy quarks,João Martins da Silva,LIP - Lisboa / ULisboa - IST,LIP - Lisboa / ULisboa - IST
Parallel session 28,First measurement of jet axis decorrelation for detecting in-medium momentum broadening in photon-tagged jets PbPb at 5.02 TeV with CMS,Lida Kalipoliti,"LLR, École Polytechnique (FR)",France
Parallel session 28,First evidence of the medium response to hard probes with Z-hadron correlations in PbPb and pp collisions at $\sqrt{s_\mathrm{NN}} = 5.02$ TeV,Yen-Jie Lee,Massachusetts Inst. of Technology (US),USA
Parallel session 28,First measurement of full event energy-energy correlation in high-Z tagged events in PbPb collisions in CMS,Yi Chen,Vanderbilt University (US),USA
Parallel session 28,"Jet Elliptic Anisotropy and Suppression in PbPb, AuAu and OO",Yacine Mehtar-Tani,Brookhaven National Laboratory,USA
Parallel session 28,"Jet Elliptic Anisotropy and Suppression in PbPb, AuAu and OO",Daniel Pablos,"IGFAE, USC",USA
Parallel session 28,"Jet Elliptic Anisotropy and Suppression in PbPb, AuAu and OO",Adam Takacs,Heidelberg University,Germany
Parallel session 28,"Jet Elliptic Anisotropy and Suppression in PbPb, AuAu and OO",Konrad Tywoniuk,University of Bergen (NO),NO
Parallel session 28,Gluon emission by a quark-antiquark antenna with realistic parton-medium interactions,André Cordeiro,LIP/IST,LIP/IST
Parallel session 28,How loss of colour coherence affects intra-jet obseravbles,Korinna Zapp,No affiliation,Unknown
Parallel session 18,Comprehensive study of jet substructure using a multi-stage jet evolution framework,JETSCAPE Collaboration,No affiliation,Unknown
Parallel session 18,Modification of the Jet Energy-Energy Correlator in Cold Nuclear Matter,Yu Fu,Duke university,UK
Parallel session 18,"Probing jet hadrochemistry modification with measurements of π,  K, and p in jets and the underlying event in pp and Pb–Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV with ALICE",Sierra Cantway,Yale University (US),USA
Parallel session 18,Measurements of Baryon-to-Meson Ratios Inside Jets in Au+Au and $p$+$p$ Collisions at $\sqrt{s_{NN}} = 200$ GeV at STAR,Gabe Dale-Gau,University of Illinois at Chicago,Italy
Parallel session 18,Studies of jet quenching in O+O collisions at $\sqrt{s_{NN}}$ = 200 GeV by STAR,Sijie Zhang,University of Science and Technology of China,Italy
Parallel session 14,Measurement of flavor effects in charm-induced jet showers at the perturbative/non-perturbative boundary with ALICE,Preeti Dhankher,University of California Berkeley (US),USA
Parallel session 14,Probing the evolution of the charm-quark dead cone and splitting function with ALICE,Nima Zardoshti,CERN,Switzerland
Parallel session 14,Color Coherence on Recoils,Daniel Pablos,"IGFAE, USC",USA
Parallel session 14,Color Coherence on Recoils,Sergio Sanjurjo,Perimeter Institute,Italy
Parallel session 14,3D structure of jet-induced diffusion wake in heavy-ion collisions,Xin-Nian Wang,Lawrence Berkeley National Lab. (US),USA
Parallel session 14,sPHENIX measurement of dijet correlations in p+p collisions over a large kinematic range,Virginia Bailey,Georgia State University,Italy
Parallel session 5,Search for jet-induced diffusion wake in heavy ion collisions using photon-jet and di-jet events with the ATLAS detector,Soumya Mohapatra,Columbia University (US),USA
Parallel session 5,Measurement of flavor dependence of jet quenching in heavy ion collisions with ATLAS,Dominik Karol Derendarz,Polish Academy of Sciences (PL),PL
Parallel session 5,Probing jet modification in the QGP using N-Point Energy Correlators in Pb-Pb collisions with ALICE,Ananya Rai,Yale University (US),USA
Parallel session 5,Measuring energy-energy correlators in p-Pb collisions at ALICE,Anjali Nambrath,University of California Berkeley (US),USA
Parallel session 5,Initial stage jet momentum broadening in a light-front Hamiltonian approach,Carlos Lamas,IGFAE-USC,USA
Parallel session 5,Tackling selection bias in heavy-ion jets with energy correlators,Carlota Andres,MIT,USA
Parallel session 5,Tackling selection bias in heavy-ion jets with energy correlators,Jack Holguin,No affiliation,Unknown
Parallel session 5,Tackling selection bias in heavy-ion jets with energy correlators,Jussi Viinikainen,Vanderbilt University (US),USA
Parallel session 5,Tackling selection bias in heavy-ion jets with energy correlators,Raghav Kunnawalkam Elayavalli,Vanderbilt University,Germany
Parallel session 5,Imaging the Jet-Induced Medium Response with Energy Correlators,Arjun Srinivasan Kudinoor,Massachusetts Institute of Technology,USA
Parallel session 2,The ATLAS Transition Radiation Tracker and Zero Degree Calorimeter: the progress on triggering on ultraperipheral processe,Matthew Caleb Hoppesch,University of Illinois at Urbana-Champaign,Italy
,Luminosity determination in 2023 Pb+Pb collisions at $\sqrt{s_{NN}}=5.36$~TeV with the ATLAS detector,Kartik Deepak Bhide,University of Freiburg (DE),Germany
,"Constraining Neutron Star Equation of State with Hyperons, Dark Matter, and Quark Deconfinement",Mahboubeh Shahrbaf,No affiliation,Unknown
,LHC as a Photon Collider for Probing the Standard Model in Heavy Ion Collisions with ATLAS,Weronika Stanek-Maslouska,Deutsches Elektronen-Synchrotron (DE),Germany
Parallel session 10,Constraining the Phases of Hot QCD Matter via Precision Measurement of the Speed of Sound with the CMS Experiment,Wei Li,Rice University (US),USA
Parallel session 10,Quantifying fluctuation signatures of the QCD critical point using maximum entropy freeze-out,Maneesha Sushama Pradeep,No affiliation,Unknown
Parallel session 10,Search for the critical endpoint in high-statistics lattice QCD simulations,Alexander Adam,Bergische Universität Wuppertal,Italy
Parallel session 10,Critical point and Columbia plot from functional QCD,Christian Fischer,"University of Giessen, Germany",Germany
Parallel session 10,Next to leading order estimate for the critical endpoint from contours of constant observables with lattice QCD,Jana N. Guenther,University of Wuppertal,Italy
Parallel session 35,Proton High-order Cumulants Results from the STAR Fixed-Target Program,Zachary Sweger,"University of California, Davis",Italy
Parallel session 35,Higher order net-baryon number cumulants and baryon-strangeness correlations: Comparing QCD results on the pseudo-critical line with RHIC-BES II results on the freeze-out line,Jishnu Goswami,Bielefeld University,Italy
Parallel session 35,QCD deconfinement transition line up to $\mu_B=400$~MeV from finite volume lattice simulations,Chik Him Wong,No affiliation,Unknown
Parallel session 35,QCD phase structure at finite isospin chemical potential and smaller-than-physical quark mass,Volodymyr Chelnokov,Goethe Universität,Italy
Parallel session 35,Non-Fluctuational Signature of the QCD Critical Point,Noriyuki Sogabe,University of Illinois Chicago,Italy
Parallel session 30,Precision Measurement of Kinematic Range Scan of Fluctuations of (Net-)proton Multiplicity Distributions in Au+Au Collisions from RHIC-STAR,Yige Huang,No affiliation,Unknown
Parallel session 30,Baryon-Strangeness Correlations in Au+Au Collisions at RHIC-STAR,HANWEN Feng,Central China Normal University,UK
Parallel session 30,Locating the QCD critical point from first principles through contours of constant entropy density,Hitansh Shah,No affiliation,Unknown
Parallel session 30,First order transition region of an equation of state for QCD with a critical point,Jamie Karthein,MIT,USA
Parallel session 30,"The antiproton puzzle, QCD critical point, and fireball properties in heavy-ion collisions",Volodymyr Vovchenko,University of Houston,USA
Parallel session 30,Universal scaling near the chiral phase transition in (2+1)-flavor QCD,Sabarnya Mitra,Bielefeld University,Italy
Parallel session 20,Higher-Order Fluctuations: Unveiling the Final Frontier of QCD at the LHC with ALICE,Ilya Fokin,Heidelberg University (DE),Germany
Parallel session 20,Probing sound propagation in the QGP via relativistic ultra-central collisions with ALICE,Omar Vazquez Rueda,University of Houston (US),USA
Parallel session 20,Exploring QCD matter in extreme conditions with Machine Learning,Kai Zhou,CUHK-Shenzhen,CUHK-Shenzhen
Parallel session 20,Simulating stochastic diffusion in critical and near-critical fluids in (3+1) dimensions,Thomas Schaefer,No affiliation,Unknown
Parallel session 20,Covariant formulation of spinodal decomposition for simulating first-order QCD phase transition,Mayank Singh,Vanderbilt University,Germany
Parallel session 29,Strangeness production in different collision systems and at different collision energies with the STAR experiment,Weiguang Yuan,Tsinghua University,Italy
Parallel session 29,"Production, flow, and properties of hypernuclei in heavy-ions with ALICE",Janik Ditzel,Goethe University Frankfurt (DE),Germany
Parallel session 29,Exploring the hadronic phase with momentum and azimuthal distribution of short-lived resonances and understanding the internal structure of exotic resonances,Junlee Kim,CERN,Switzerland
Parallel session 29,New Hypernuclei Measurements from STAR,yingjie zhou,No affiliation,Unknown
Parallel session 29,Hadron Production in Au+Au Collisions from STAR Fixed-Target Experiment,Hongcan Li,No affiliation,Unknown
Parallel session 29,Production of nuclei and hypernuclei in relativistic ion collisions,Alexander Botvina,"ITP, University of Frankfurt am Main",France
Parallel session 23,Deciphering (anti)hypertriton spin from its global polarization in heavy-ion collisions,KaiJia Sun,"Institute of Modern Physics, Fudan University, Shanghai, China",Germany
Parallel session 23,Probing the structure of light exotic hadron $f_0(980)$ with elliptic flow in p-Pb collisions at the LHC,Yili Wang,Peking University,Italy
Parallel session 23,News on strangeness production from the NA61/SHINE experiment,Yuliia Balkova,University of Silesia (PL),PL
Parallel session 23,Deuterons emergence through coalescence with ALICE,Maximilian Mahlein,Technische Universitaet Muenchen (DE),Germany
Parallel session 23,ALICE charming take on strangeness enhancement in pp collisions,Andrea Sofia Triolo,"University of Messina (IT),  INFN Catania (IT)",Italy
Parallel session 23,Study of Hypernuclei Production Mechanisms and Formation Regions with HADES,Simon Spies,Johann-Wolfgang-Goethe Univ. (DE),Germany
Parallel session 23,Strangeness production and polarization in proton-lead collisions at LHCb,Giulia Manca,"Universita` degli studi di Cagliari and INFN, Cagliari, IT",Italy
Parallel session 7,Testing the QCD formation time with reconstructed parton splittings,Jasmine Therese Brewer,University of Oxford (GB),GB
Parallel session 7,Pre-equilibrium charm quark dynamics and their impact on D-Meson observables,Bjoern Schenke,Brookhaven National Lab,USA
Parallel session 7,Investigating Charm Quark Interactions and Hadronization in PbPb Collisions through $\Lambda_c^+$ and $D_s^\pm$ flow Measurements,Nihar Ranjan Saha,Indian Institute of Technology Madras (IN),India
Parallel session 7,Charm quark and QGP interactions through the spectra and anisotropic flow of D0 over the widest pT interval using Event-Shape Engineering at CMS,Soumik Chandra,Purdue University (US),USA
Parallel session 7,sPHENIX measurement of the $\Lambda_c$ / $D^0$ ratio in p+p collisions at RHIC,Joe Osborn,Brookhaven National Laboratory,USA
Parallel session 27,Quarkonium production in heavy-ion collisions with ALICE,Ingrid Mckibben Lofnes,University of Bergen (NO),NO
Parallel session 27,Charmonium production measurements in large systems at LHCb,Camilla De Angelis,"Universita e INFN, Cagliari (IT)",Italy
Parallel session 27,Open charm production in large systems at LHCb,John Matthew Durham,Los Alamos National Laboratory,USA
Parallel session 27,Efficiently simulating quarkonium's evolution beyond the dipole approximation,Miguel Angel Escobedo Espinosa,Universitat de Barcelona,Germany
Parallel session 27,Determination of space diffusion coefficient by heavy flavour $R_{AA}$ and $v_n$ in an event-by-event approach,Maria Lucia Sambataro,Università degli Studi di Catania,Germany
Parallel session 27,Unscreened potential and quarkonium width in QGP,Rasmus Larsen,No affiliation,Unknown
Parallel session 13,Studying charm-quark hadronization via charm-baryon production measurements in pp at the LHC with ALICE,Himanshu Sharma,"Universita e INFN, Padova (IT)",Italy
Parallel session 13,Prompt/Non-prompt J/ψ production in pp collisions at forward and midrapidity with ALICE,Shreyasi Acharya,"Universita e INFN, Bari (IT)",Italy
Parallel session 13,Fluid dynamics of charm and beauty quarks from large to small systems,Federica Capellino,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany
Parallel session 13,A comprehensive study of open heavy flavor transport and hadronization in heavy-ion collisions,Yu Fu,Duke university,UK
Parallel session 13,Heavy flavor correlations and Quarkonia production in high energy proton-proton collisions in the EPOS4HQ framework,Jiaxing Zhao,Subatech,Switzerland
Parallel session 3,Charm-hadron polarization in hadronic collisions at the LHC with ALICE,Mattia Faggin,CERN,Switzerland
Parallel session 3,Testing perturbative QCD calculations with beauty-meson production in proton–proton collisions with ALICE,Fabrizio Chinu,Universita e INFN Torino (IT),Italy
Parallel session 3,Studying charm and beauty quark production and hadronisation with charm hadron measurements with ALICE,Luigi Dello Stritto,CERN,Switzerland
Parallel session 3,Investigating charm-quark dynamics in the QGP via the charm-hadron elliptic flow in Pb–Pb collisions with ALICE,Chuntai Wu,"Universita e INFN, Padova (IT)",Italy
Parallel session 3,Statistical Production of $B_c$ Mesons in Heavy-Ion Collisions at the LHC Energy,Min He,Nanjing University of Science & Technology,Italy
Parallel session 3,Intrinsic Heavy Flavor Production of Tetraquarks,Ramona Vogt,LLNL and UC Davis,Netherlands
Parallel session 3,Heavy Quark Diffusion Coefficient from Lattice QCD,Jorge Luis Dasilva Golan,Brookhaven National Laboratory,USA
Parallel session 11,Dissipative contributions to spin polarization,Matteo Buzzegoli,West University of Timisoara,Italy
Parallel session 11,Baryon Electric Charge Correlation as a Magnetometer of QCD,Arpith Kumar,Central China Normal University,UK
Parallel session 11,Vortex Rings in Event-by-Event Relativistic Heavy-Ion Collisions,Giorgio Torrieri,No affiliation,Unknown
Parallel session 11,Measurements of global and local spin polarization of hyperons in Au+Au collisions at RHIC-STAR,Tan Lu,"Institute of Modern Physics, Chinese Academy of Sciences",Germany
Parallel session 11,Search for the Chiral Magnetic Wave at STAR with Isobar and Au+Au collisions,Ankita Nain,No affiliation,Unknown
Parallel session 1,Initial conditions and bulk viscosity effects on $\Lambda$ polarization in high-energy heavy ion collisions,Andrea Palermo,Stony Brook University,Italy
Parallel session 1,Hydrodynamic contributions to the spin polarization and spin alignment in heavy ion collisions,Cong Yi,No affiliation,Unknown
Parallel session 1,Initial-state-driven spin polarization in heavy-ion collisions,Enrico Speranza,CERN,Switzerland
Parallel session 1,Search for the quark flavor dependence of the Chiral Magnetic Effect through charge-dependent correlations with identified hadrons at ALICE,Zhengqing Wang,Fudan University (CN),China
Parallel session 1,Investigating the Event-Shape Methods in Search for the Chiral Magnetic Effect in Relativistic Heavy Ion Collisions,Han-Sheng Li,No affiliation,Unknown
Parallel session 1,Measurement of  $\Lambda$  $\bar{\Lambda}$ spin correlation in proton-proton collisions at STAR,Jan Vanek,Brookhaven National Laboratory,USA
Parallel session 1,Global quark spin correlations in relativistic heavy ion collisions,Qun Wang,University of Science and Technology of China,Italy
Parallel session 25,Dependence of the bulk viscosity of neutron star matter on the nuclear symmetry energy,Yumu Yang,No affiliation,Unknown
,Firewall boundaries for rotating quark matter in the linear sigma model,Sergio Morales Tejera,West University of Timisoara,Italy
,Bulk physics in small systems at LHCb,Zhengchen Lian,Tsinghua University (CN),China
,A nuclei identification and production programme at LHCb,Saverio Mariani,CERN,Switzerland
,KK invariant mass-spectrum in UPC PbPb collisions at LHCb,Krista Lizbeth Smith,Pusan National University (ROK),USA
,"$\pi^{\pm}, \ \rm{K^{\pm},}$ p$(\bar{p})$  production measurements with Au+Au Collisions from  $\sqrt{s_{_{\rm{NN}}}} = 3.2 - 27$ GeV  with STAR",Mathias Labonte,No affiliation,Unknown
Parallel session 12,Measurement of directed flow of $K^{*0}$ and $\phi$ Resonances in Au+Au collisions at RHIC BES energies,Md. Nasim,"University of California, Los Angeles",Italy
Parallel session 9,Extending the fluid-dynamic description to the initial state,Andreas Kirchner,No affiliation,Unknown
Parallel session 9,NLO calculations at small x,Tuomas Lappi,No affiliation,Unknown
Parallel session 2,ALICE Forward Calorimeter upgrade (FoCal): physics program and expected performance,Tommaso Isidori,The University of Kansas (US),USA
Parallel session 2,Exploring baryon-rich QCD matter with CBM at FAIR: status and prospects,Petr Chaloupka,No affiliation,Unknown
Parallel session 2,The NA60+ experiment at the CERN SPS,Giacomo Alocco,"Universita e INFN, Torino (IT)",Italy
Parallel session 2,CMS Phase-2 Upgrades for Heavy Ion Physics in the High-Luminosity LHC Era,Bolek Wyslouch,Massachusetts Inst. of Technology (US),USA
Parallel session 2,Prospects for heavy-ion physics with the LHCb Upgrade II,Saverio Mariani,CERN,Switzerland
Parallel session 2,ALICE 3: a next-generation heavy-ion detector for LHC Run 5,Nicola Nicassio,"Universita e INFN, Bari (IT)",Italy
Parallel session 9,Hot and dense perturbative QCD in a very strong magnetic background,Eduardo Fraga,Universidade Federal do Rio de Janeiro,UK
Parallel session 9,Covariant Formulation of Semi-Classical Spin Hydrodynamics and Equilibration of Spin: Linear and Nonlinear Perspectives,Masoud Shokri,"Goethe University, ITP",Italy
Parallel session 19,Resummed spin hydrodynamics from quantum kinetic theory,David Wagner,Florence University,Italy
Parallel session 19,Nonlinear causality and strong hyperbolicity of baryon-rich Israel-Stewart hydrodynamics,Ian Cordeiro,University of Illinois at Urbana Champaign,Italy
Parallel session 19,Exploring the impact of strong-force fields on $\phi$- meson spin alignment within a quantum relativistic transport approach,Lucia Oliva,"Università di Catania, INFN Catania",Italy
Parallel session 19,An end-to-end generative model for heavy-ion collisions,Jing-an Sun,Fudan University,Italy
Parallel session 19,Understanding quantum corrections to momentum broadening in a weakly coupled QGP,Eamonn Weitz,Universität Bielefeld,Italy
Parallel session 24,Limit cycle of hydrodynamic attractor in ultracold quantum gases,Aleksas Mazeliauskas,Heidelberg University (DE),Germany
Parallel session 24,Finite density lattice QCD without extrapolations,Ludovica Pirelli,Bergische Universität Wuppertal,Italy
Parallel session 24,A new effective theory for stochastic relativistic hydrodynamics,Nicki Mullins,No affiliation,Unknown
Parallel session 24,Nonlinear dynamics of jet quenching,Yacine Mehtar-Tani,Brookhaven National Laboratory,USA
Parallel session 24,Machine learning approach to QCD kinetic theory,Sergio Barrera Cabodevila,Instituto Galego de Física de Altas Enerxías - Universidade de Santiago de Compostela,Germany
Parallel session 24,Stochastic Hydrodynamics and the Density Frame,Jay Bhambure,Stony Brook University,Italy
Parallel session 24,Stochastic Hydrodynamics and the Density Frame,RAJEEV SINGH,Universite Blaise Pascal,Italy
Parallel session 24,Stochastic Hydrodynamics and the Density Frame,Derek Teaney,No affiliation,Unknown
Parallel session 24,Universal critical dynamics near the chiral phase transition and the QCD critical point,Yunxin Ye,No affiliation,Unknown
Parallel session 25,Finite-temperature expansion of the dense-matter equation of state,Débora Mroczek,University of Illinois at Urbana-Champaign,Italy
Parallel session 25,"Lambda potential in dense matter from chiral EFT: Bridging heavy-ion collisions, hypernuclei, and neutron stars",Asanosuke Jinno,No affiliation,Unknown
Parallel session 25,Astrophysical Equation-of-State Constraints on the Color-Superconducting Gap,Eero Aleksi Kurkela,No affiliation,Unknown
Parallel session 25,Astrophysical Equation-of-State Constraints on the Color-Superconducting Gap,Krishna Rajagopal,Massachusetts Inst. of Technology (US),USA
Parallel session 25,Astrophysical Equation-of-State Constraints on the Color-Superconducting Gap,Rachel Steinhorst,Massachusetts Institute of Technology,USA
Parallel session 25,Dissipative Magnetohydrodynamics in accretion disks,Khwahish Kushwah,"Universidade Federal Fluminense (UFF), Rio de Janeiro, Brazil",UK
Parallel session 25,Quark matter at four loops,Risto Paatelainen,No affiliation,Unknown
Parallel session 25,Listening to the long ringdown: a novel way to pinpoint the equation of state in neutron star cores,Christian Ecker,Goethe,Goethe
,Measurement of a caloric curve and chiral symmetry restoration with the NA60+ experiment at the CERN SPS,Gianluca Usai,"Universita e INFN, Cagliari (IT)",Italy
Parallel session 9,The space of transport coefficients allowed by causality,Michal Heller,No affiliation,Unknown
,Study of Medium Response to Low- to High-Momentum Partons in Heavy Ion Collisions,Patricia Rebello Teles,Brazilian Center for Physics Research - CBPF (BR),BR
,Application of monolithic CMOS pixel sensors to a probe for radioguided surgery,Cristina Terrevoli,"Universita e INFN, Bari (IT)",Italy
,Application of monolithic CMOS pixel sensors to a probe for radioguided surgery,Fabio Colamaria,"INFN, Sezione di Bari (IT)",Italy
,Azimuthal anisotropy measurements of heavy flavor probes at large rapidities at RHIC energies measured by the PHENIX experiment,Julia Velkovska,Vanderbilt University (US),USA
,PHENIX results on identified hadron spectra in small and large systems,Mariia Mitrankova,No affiliation,Unknown
,Third-body Coulomb effect in pion correlation femtoscopy,Vinh Luong,Joint Institute for Nuclear Research,Italy
,Constraining the small system collectivity using d+Au and O+O collisions at $\sqrt{s_{NN}}$ = 200 GeV from STAR,Zhengxi Yan,No affiliation,Unknown
,Search for the Strange Dibaryons with Baryon Correlations in Isobar Collisions at STAR,Kehao Zhang,No affiliation,Unknown
,Measurement of Anisotropic Flow for BES-II Energies at RHIC-STAR,SHARANG  RAV SHARMA,IISER Tirupati,Russia
,Probing the QCD Phase Structure with Elliptic Flow in Au+Au Collisions at $\sqrt{s_{NN}}$ = 3.0-19.6 GeV at RHIC,Guoping Wang,No affiliation,Unknown
Early Career Researcher Day,Jets,Carlota Andres,MIT,USA
Early Career Researcher Day,Polarization/Vorticity,Diyu Shen,No affiliation,Unknown
Early Career Researcher Day,Dynamical evolution/collective dynamics,Yuuka Kanakubo,RIKEN iTHEMS / Lawrence Berkeley National Laboratory,USA
Early Career Researcher Day,"B: Detector concepts, road to particle detection",Piotr Gasik,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany
Early Career Researcher Day,A: Theory for heavy ions and how to compare to data,Wilke Van Der Schee,CERN,Switzerland
,(Anti-)Proton and Light Nuclei Production in 3 GeV Au+Au Collisions from RHIC-STAR,Chenghao Zhu,No affiliation,Unknown
,Exclusive $\Upsilon$(1S) and $J/\psi$ photoproduction in Ultraperipheral pPb Collisions at 8.16 TeV with the CMS experiment,Man Singh,Indian Institute of Technology Madras (IN),India
,Measuring flow harmonics up to order 12 and multiparticle correlations in PbPb collisions with the CMS experiment,Shengquan Tuo,Vanderbilt University (US),USA
,Light hypernuclei production in small collision systems with ALICE,Carolina Anna Reetz,Heidelberg University (DE),Germany
,sPHENIX Novel Jet Background Subtraction and Full Detector Simulation Using Self-Supervised Generative AI Models,Yeonju Go,Brookhaven National Laboratory (US),USA
,New results in central exclusive production at LHCb,Cesar Luiz Da Silva,Los Alamos National Laboratory (US),USA
,Unraveling fragmentation using jet substructure at LHCb,Manuel Ramirez Garcia,University of Michigan (US),USA
,Hadronization studies using heavy-flavour jets at LHCb,Ezra Lesser,CERN,Switzerland
,Charm hadronization with LHCb fixed-target,Juliette Authier,"Laboratoire Leprince-Ringuet, CNRS (FR)",France
,Hadronization studies at LHCb,Yiheng Luo,Peking University (CN),China
,Operations and prospects for fixed-target data-taking with LHCb,Camilla De Angelis,"Universita e INFN, Cagliari (IT)",Italy
,Hard probes in ultraperipheral collisions at LHCb,Krista Lizbeth Smith,Pusan National University (ROK),USA
,Studies of nucleon structure at LHCb,Imanol Corredoira Fernandez,Université Paris-Saclay (FR),France
,Flow measurements at LHCb,Samuel Belin,Universidade de Santiago de Compostela (ES),ES
,sPHENIX track reconstruction in streaming-readout data,David Stewart,Wayne State University,Italy
,sPHENIX commissioning with proton and nuclear beams,Stefan Bathe,Brookhaven National Laboratory (US),USA
,sPHENIX measurement of the first full calorimeter jet spectrum in p+p collisions at RHIC,Apurva Narde,University of Illinois Urbana-Champaign,Italy
,Measurement of thermal radiations in Au+Au collisions at 200 GeV by PHENIX,Tongzhou Guo,Stony Brook University,Italy
,Measurement of charm production cross-section in p+p collisions at 200 GeV by PHENIX,Axel Drees,No affiliation,Unknown
,Fraction of B-meson decays in $J/\psi$ yields at $\sqrt{s}=200$ GeV measured by the PHENIX detector,Rachid Nouicer,No affiliation,Unknown
,Multiplicity dependence of $J/\psi$ and $\psi$(2S) charmonium states in $p+p$ collisions at $\sqrt{s}=$200 GeV measured by the PHENIX collaboration,Ming Xiong Liu,Los Alamos National Laboratory,USA
,L\'{e}vy-stable two-pion Bose-Einstein correlations in PHENIX,Marton Nagy,Eotvos Lorand University (HU),HU
,Strangeness production in γ-Pb collisions as a new probe of cold nuclear matter effects with ALICE,Roman Nepeivoda,Lund University (SE),SE
,Particle production in inelastic photonuclear interactions in ultra-peripheral Pb–Pb collisions with ALICE,Sandeep Dudi,National Institute of Science  Education and Research (NISER) (IN),India
,First measurement of the double-differential cross section of coherent J/ψ photoproduction to probe gluons in nuclei with ALICE,Diana Krupova,Czech Technical University  in Prague (CZ),CZ
,Direct photon production and correlation at low $p_{\rm T}$ in Pb--Pb collisions with ALICE,Mike Sas,Nikhef National institute  for subatomic physics (NL),NL
,Light neutral meson production at the LHC energies with ALICE,Ana Marin,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany
,Bottomonia production and polarization in pp collisions with ALICE,Pengzhong Lu,University of Science and  Technology of China (CN),China
,Charmonium production in jets and as a function of multiplicity with ALICE,Ionut Cristian Arsene,University of Oslo (NO),NO
,Quarkonium production in pp collisions at $\sqrt{s}$ = 13.6 TeV with ALICE,Luca Quaglia,INFN Torino (IT),Italy
,Associated production of quarkonia and open heavy-flavour hadrons in pp collisions with ALICE,Batoul Diab,Université Paris-Saclay (FR),France
,Investigating the role of strangeness in charm hadronisation with strange charm-meson production in pp collisions with ALICE,Luca Aglietta,Universita e INFN Torino (IT),Italy
,Investigating charm-hadron fragmentation with azimuthal correlation distributions of charm hadron and charged particles in pp collisions with ALICE,Zhen Zhang,Central China Normal University  CCNU (CN),China
,Unveiling the scale of the emergence of non-universal behaviour in the fragmentation into heavy-flavour baryons with ALICE,Vit Kucera,Inha University (KR),Korea
,Measurements of inclusive jet production and jet azimuthal anisotropy at low $p_\rm{T}$ and large $R$ in pp and Pb-Pb collisions with ALICE,Nadine Alice Gruenwald,Heidelberg University (DE),Germany
,Prompt photon measurements in small systems with ALICE,Florian Jonas,University of California Berkeley (US),USA
,Measurement of jet substructure in pp and central Pb-–Pb collisions using semi-inclusive hadron+jet correlations with ALICE,Jaime Norman,University of Liverpool (GB),GB
,System size dependence of light-flavor hadron production: from the smallest to the largest collision system at the LHC with ALICE,Romain Schotter,Stefan Meyer Institute for Subatomic Physics of the Austrian Academy of Sciences (AT),AT
,ALICE explores the dependence of strangeness production on global and local properties of the pp collision,Nicolò Jacazio,"Universita e INFN, Bologna (IT)",Italy
,Probing strangeness enhancement in proton-proton collisions using rapidity correlations among a $\phi$ meson and a strange hadron with ALICE,Stefano Cannito,Universita e INFN Trieste (IT),Italy
,Hyperon flow and polarization in Run 3 Pb-Pb collisions with ALICE,Sourav Kundu,CERN,Switzerland
,Charged-particle production in pp collisions at 13.6 TeV and Pb-Pb collisions at 5.36 TeV with ALICE,Abhi Modak,Universita e INFN Trieste (IT),Italy
